mode,sample_fraction,fake_hit_threshold,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_time_fair_sec_mean,total_wall_time_sec_mean,fake_eval_time_sec_mean,hits_mean,misses_mean,hit_rate_overall_mean,fake_hits_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_time_fair_sec_std,total_wall_time_sec_std,fake_eval_time_sec_std,hits_std,misses_std,hit_rate_overall_std,fake_hits_std,fake_hit_rate_overall_mean
fec_simple_farthest_point,0.1,0.0,0.3375104953820319,0.6624895046179681,29.515761669476827,24.876626743143426,34.34287495650351,4.639134926333402,25530.3,11741.3,0.6849882047440414,6554.5,0.004854678638296687,0.004854678638296646,4.130666215293161,3.7772756521859563,4.125929349733614,0.49210732689987874,1335.5138624015358,1292.2010718150639,0.034022596922502826,1399.362587037398,0.2567341551019769
fec_simple_farthest_point,0.2,0.0,0.3371326616288833,0.6628673383711167,42.78057305018107,37.20763374750192,62.29958722805604,5.572939302679151,23875.033333333333,13610.733333333334,0.6370816895653472,2894.5333333333333,0.005010113277517171,0.005010113277517188,6.783881399961535,6.293975678871706,7.408876599666202,0.7708896034802952,1198.19501705227,1315.041087655524,0.03177164846082316,1239.8874070746192,0.12123682898872043
fec_simple_farthest_point,0.3,0.0,0.3363769941225861,0.663623005877414,31.823205161094666,27.873429688671603,73.16033729366026,3.949775472423062,23163.7,14394.133333333333,0.6168088909245454,1227.5666666666666,0.004859033180585261,0.004859033180585245,5.282621592725458,5.041574995065368,5.383740048880288,0.399879414697769,1695.6920740511825,1701.3844702346253,0.0438843594394278,676.9780736642969,0.05299527565400461
fec_simple_farthest_point,0.4,0.0,0.33727959697732995,0.66272040302267,31.77293020884196,27.871327951348697,105.7236459787935,3.9016022574932623,22613.366666666665,14585.533333333333,0.6077168834496107,610.2666666666667,0.00491452917772019,0.004914529177720196,4.3237223355307774,4.3108632556072015,4.411213383700043,0.4078435345129745,1896.1466800388155,1724.5261906454837,0.047187078561069046,270.0355449853881,0.026986988521538146
fec_simple_farthest_point,0.5,0.0,0.33633501259445847,0.6636649874055415,33.08749543031057,29.183120317555343,148.80813566613944,3.904375112755224,22452.466666666667,14985.233333333334,0.5995119010501282,327.3333333333333,0.005493046734141773,0.005493046734141796,4.241268362974218,4.132632788834623,4.334798996927785,0.4655938087847369,1999.2766814247827,1795.4317899107784,0.04854879651269616,255.73258602601967,0.014578947524696618
fec_simple_kmeans,0.1,0.0,0.3371536523929471,0.6628463476070529,31.167926907539368,28.590995550450558,47.79398354043563,2.5769313570888093,18286.333333333332,18778.366666666665,0.4929830703150581,2708.5333333333333,0.006119662777459117,0.0061196627774591,5.98981590472341,5.887309667507178,5.367023834940846,0.27692849002069614,2134.0728093379466,1878.323409911675,0.053305135544247824,916.5274221514354,0.1481179022585173
fec_simple_kmeans,0.2,0.0,0.33572628043660785,0.6642737195633921,32.183655468622845,29.84308008888426,48.523079215859376,2.340575379738584,17018.7,20437.033333333333,0.45438854747945534,434.8666666666667,0.00508409998837986,0.005084099988379893,5.376252712039976,5.183434633018249,5.289463377820351,0.474092238503275,1999.0130423119638,2034.3008214672238,0.052595511141986025,186.86514448184877,0.025552284643754614
fec_simple_kmeans,0.3,0.0,0.3376364399664148,0.6623635600335852,33.35833324591319,31.16277828005453,50.7276741777081,2.195554965858658,16162.366666666667,21191.0,0.43268273680607255,294.1333333333333,0.004129636094307486,0.004129636094307478,3.924479113908692,3.9438290810854544,4.110448234103983,0.2807378349321449,1637.4913635056387,1656.7790438075922,0.04292954811178306,236.3268546361632,0.01819865489996308
fec_simple_kmeans,0.4,0.0,0.3382871536523929,0.6617128463476071,33.877519607543945,31.437108590034768,51.373387113710244,2.4404110175091773,17215.6,20049.466666666667,0.4617592753199607,167.93333333333334,0.0069009511249468495,0.006900951124946845,4.2065267512624684,4.2257254001259055,4.259237537888015,0.29395687517962865,1716.6093440267648,1549.1169470235475,0.04274125974596358,74.04275041412825,0.00975471858856696
fec_simple_kmeans,0.5,0.0,0.33652392947103277,0.6634760705289672,31.21645324230194,28.666432989311094,49.654804640309884,2.550020252990847,18591.233333333334,18696.2,0.4989626007479345,123.8,0.004991919693351721,0.004991919693351725,4.748613558948751,4.731237052162316,4.579388087808248,0.23993186196098082,1930.905222658246,2180.9752772555676,0.054580593297346706,53.31128711007955,0.0066590525642014065
