cpu_avg_user,cpu_avg_sys,cpu_avg_busy,cpu_avg_wait,cpu_avg_idle,cpu_avg_waste,cpu_max_user,cpu_max_sys,cpu_max_busy,cpu_max_wait,cpu_max_idle,cpu_max_waste,cpu_frac_busy,io_iget,io_bread,io_bwrite,io_lread,io_lwrite,io_phread,io_phwrite,io_wcancel,io_namei,io_dirblk,disk_avg_active,disk_max_active,disk_frac_active,disk_avg_read,disk_avg_write,disk_avg_total,disk_max_read,disk_max_write,disk_max_total,disk_frac_busy,net_avg_read,net_avg_write,net_avg_total,net_max_read,net_max_write,net_max_total,net_frac_busy,mem_swap,mem_fault,mem_tlbflush,syscall_total,target
0.04913492726465431,3.7341731480201694e-05,3.881594702777151e-05,0.4779071081478133,1.4166386866415123e-05,5.5025786292180884e-05,0.03110112960696272,5.444759531107561e-06,5.674758264500451e-06,0.5911258552767986,2.442812850987977e-06,9.326472671780661e-06,0.0,0.04869725043129261,0.5969339825250305,0.273628467004164,0.04903521543001121,0.0,0.8894784172661871,0.00021280632972642266,0.10182608778312377,0.0,0.5742913275329778,0.6577185256680943,0.6668,0.20486568677141406,0.9552750530093499,0.7240636537713752,0.16004958677685951,0.6105627368452585,0.6405417017214489,1.0,0.09571626498959795,0.8214554541896245,0.12479269550617006,0.13417805721521625,0.4884679809302926,0.1379299978957283,0.25001500150015005,0.0,0.0017814750297242277,0.0,0.4957786898922149,0.00956762046334373,0
0.17646881749561627,4.444073541838567e-06,9.73813287023003e-06,0.5404000452028478,4.249916059924884e-05,8.957846273183016e-05,0.41241152345299203,8.747003999616532e-07,4.273600804559699e-06,0.5642753472942151,6.013838111190717e-06,1.2530373730413116e-05,0.0,0.05127680933154227,0.2425711981688138,0.09765637952297573,0.02777727804852201,0.0,0.011789568345323742,0.0,0.07402805333637527,0.0,0.3526803255683413,0.5461181154611812,0.0,0.3150532184490623,0.35565754335504235,0.4271481277084189,0.3195041322314049,0.32197973927674506,0.5344448634901163,0.0,0.011338021134193004,0.048595429500496806,0.012693705644430897,0.017026716196017613,0.02332173688957609,0.017345210777879098,0.0,0.0,0.0,0.0,0.08429272199419363,0.0,1
0.008541605520812179,4.464391886708878e-06,4.720629612067068e-06,0.680528873319019,3.648267916514514e-05,9.757039181359194e-05,0.01632587675572772,2.3348390898814478e-06,2.5083963912791996e-06,0.6492846775865643,5.138379170373936e-06,1.2812780170136026e-05,0.0,0.030543906021124417,0.3515472802396503,0.11821426623212015,0.041839114146848225,0.0,0.0,0.0,0.04010548858406568,0.0,0.4871737300028066,0.8110635217469988,0.6668,0.3293461733400912,0.7481108312342568,0.6786310350218678,0.3231404958677686,0.7308888655892234,0.8767729430959001,1.0,0.007646269376267681,0.013277933339355091,0.007736836910341414,0.013764831756488703,0.009586393505991497,0.014293014820084774,0.0,0.0,4.3450610481082785e-05,0.0,0.03156805819735045,0.0,1
0.5706620308701902,3.858340811114646e-05,5.5691464172774076e-05,0.15583681771951632,3.775821838100657e-05,4.642430329740259e-05,0.3215826006622423,5.453225739204988e-06,8.1412469251042e-06,0.18473978851337342,5.824626017529241e-06,7.171711536711756e-06,0.0,0.14681692074920033,0.2716684355939577,0.2484926533899656,0.22419486257245574,0.0,0.3246402877697842,0.5232888953419716,0.47921122568011487,0.0,0.15962952568060623,0.10249140375218674,0.0,0.1683730359858084,0.13159963700236726,0.19216795102898196,0.12203305785123966,0.04216740143825504,0.10891089108910895,0.0,0.023792254270488138,0.37644898082076295,0.036946568859800875,0.027726017735995735,0.3879654683674785,0.05902983055602873,0.0,0.0,0.6821522009050892,0.0,0.756065004838656,0.14634671288816442,1
0.005486194206759526,7.224300398222042e-07,8.87234546887751e-07,0.011605831167363578,0.0001088159118663376,0.00010309024113701153,0.012188805957381935,3.6461136207477374e-07,5.009173195151193e-07,0.011424424631971797,1.3822367051056356e-05,1.2798659848147972e-05,0.0,0.004678403740022902,0.00887881416287245,0.001580882234969605,0.008053418622398001,0.0,0.0,0.0,0.0016974862265967672,0.0,0.006980634296940791,0.02250105567955607,0.0,0.0038013177901672357,0.005568418339610692,0.005940983028244362,0.007438016528925617,0.010263502572116612,0.01473613246632327,0.0,0.0028545927563487228,0.04636738626441453,0.004135785663694349,0.00447006399544778,0.021595155263496965,0.007298816597693318,0.0,0.0,2.106696265752328e-05,0.0,0.03880935695932197,0.0,1
0.013410696949856638,3.2351320220754334e-06,3.638113161093595e-06,0.5133913436546502,5.4238636568230275e-05,9.863146714365716e-05,0.010653734950627311,5.035982783450563e-07,6.260760976603899e-07,0.49419448476052247,7.0883933595156795e-06,1.2562850470982517e-05,0.0,0.03789685428819123,0.2778342787626191,0.058690520375518335,0.034021531389230246,0.0,0.0,0.0004256126594528592,0.021270181413748063,0.0,0.3273084479371316,0.4925499185618628,0.0,0.2419665484034465,0.3957258978018716,0.4036300662380856,0.23834710743801651,0.35276858273128653,0.49203375758253937,0.0,0.02599644723183767,0.10270074970644022,0.029288911690726102,0.028767897286705212,0.06609972941631234,0.0286681964387707,0.0,0.0,0.0033614972290360867,0.0,0.09310241265391936,0.002393339971934222,1
0.01294034422293966,3.647142904161446e-06,4.0365785491987966e-06,0.375861679285795,6.593296070656236e-05,9.658833273151063e-05,0.013744095731196143,8.323693594727843e-07,9.827856705425797e-07,0.37238233464648557,8.830839057850579e-06,1.273370636701264e-05,0.0,0.030447473912703873,0.22788402118278878,0.048882205020531144,0.026501605548324918,0.0,0.0,0.0,0.01636784119133658,0.0,0.2618355318551782,0.3819147010918743,0.0,0.19503294475418143,0.31927114580332716,0.3255260495937121,0.18545454545454546,0.28603168421630737,0.3902194740193986,0.0,0.0577889447236181,0.1416312889531208,0.06244678416361788,0.0819838989537125,0.07903620667439765,0.0818561680210828,0.25001500150015005,0.0,0.0006359589352230577,0.0,0.1134915073247239,0.0009584838736523202,1
0.011356196238683308,2.285813797873147e-06,2.6267109295274177e-06,0.4069386371341394,6.688114915021082e-05,0.00010064073744952239,0.022002684430149577,1.0225768347360553e-06,1.2483424016215133e-06,0.3875181422351234,8.654335239137098e-06,1.2760534978784044e-05,0.0,0.03080909431928093,0.2557342341468551,0.050764717018871114,0.030214139619411287,0.0,0.0,0.0,0.017318433478230782,0.0,0.2744092057255122,0.40073595946190504,0.0,0.19726305119107956,0.3330243377350766,0.33548113811382474,0.19504132231404958,0.2915237481838742,0.39919902413012337,0.0,0.007374817041126112,0.04004456086472165,0.008431015463911933,0.005015047145049672,0.0179873727612421,0.00648316081645741,0.0,0.0,0.0,0.0,0.0460840257616712,0.0,1
0.026862784939681944,6.3054596913178496e-06,7.1114219407043475e-06,0.7029042829698271,3.168529715858945e-05,9.499671973641453e-05,0.028223843525406425,1.5206720778183913e-06,1.5291383074914414e-06,0.6876425461331122,4.463428567613378e-06,1.2663104757081045e-05,0.0,0.05274739898495563,0.45761363856797244,0.21437212342005368,0.04383439677536159,0.0,0.0,0.06268626395898913,0.07371571587068146,0.0,0.5118720179623912,0.8004464016408275,0.6668,0.23203243791180944,0.8206670406379747,0.659188546704064,0.2206611570247934,0.7530235476403264,0.8094953907278547,1.0,0.009589868095881304,0.03947249570951132,0.010611169983719346,0.014678479977880094,0.01244684963277927,0.015056564826598,0.0,0.0,0.01900371700222389,0.0,0.05509393666366341,0.008609136589691424,1
0.5258844512676947,0.0011181083590222785,0.001134189397351432,0.4277319471126681,4.221696165769562e-06,4.0057851317016474e-05,0.2945205585978751,0.0010784562069392776,0.0010806997673342197,0.47522289031722986,7.055916656853456e-07,5.9827804254862504e-06,0.125,0.45732830986336537,0.3575052859981322,0.853463554674673,0.16207942467824432,0.0,0.0,0.41143315248430357,0.7491794351580634,0.0,0.6825147347740668,0.6921035169210351,0.33332,0.5905727318803853,0.4157600750252863,0.6457591991031066,0.38181818181818183,0.23876664885906526,0.3741944307448744,0.0,0.010610528876013603,0.025863366753981876,0.01115349697869631,0.014668461905277121,0.006442468754026542,0.014693828471797753,0.0,0.0,0.5590421378753704,0.0,0.760069409683986,0.12818143468391555,0
0.04127062967060258,6.035677223320546e-06,7.273968727918544e-06,0.3607187252796926,0.000829382689250935,0.0008585081479302965,0.030821177447676165,2.5422611882753438e-06,2.8428116158572825e-06,0.34231805929919135,0.0007724866129796169,0.0007758382674586325,0.0,0.033991353897159016,0.38022884284443503,0.22346380068476376,0.021461063694982123,0.0,0.0,0.0,0.11021845968741815,0.0,0.39372438955936007,0.6201966580201483,0.33332,0.13644196654840343,0.825540218881508,0.5992575775594934,0.11046280991735538,0.7796517365739838,0.739593046788982,1.0,0.008417194008069735,0.018637280582904286,0.008691332421500875,0.01452620527431486,0.0035639737147274697,0.015066585167890823,0.0,0.0,0.09422594054113129,0.0,0.060199552841458975,0.022957697572510455,1
0.0074466243725494485,9.120679252761291e-07,1.1355699162454713e-06,0.009935585941914404,0.00010789029933801209,0.00010199530170066848,0.014521740618103254,7.290816206812281e-07,8.866942072778897e-07,0.009675513166079175,1.3898616700740857e-05,1.2862201297083806e-05,0.0,0.0008681300560559879,0.006883575025148303,0.0054293357406668685,0.00042685964429671486,0.0,0.0,0.0,0.003870268596640608,0.0,0.008224529890541676,0.010834288471979259,0.0,0.007602635580334527,0.008124129596219332,0.0100232374482368,0.007438016528925617,0.009714296175359904,0.009445105247234686,0.0,0.02468261792975248,0.10453737994158915,0.02804155960227907,0.03019046359632777,0.07439762917149853,0.029950800124252233,0.0,0.0,0.0,0.0,0.0607668435278807,0.0,1
