0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,target
0.0,0.04481792717086834,0.12549019607843137,0.0,0.031999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.06618407445708377,0.0,0.0,0.0,0.016,0.0,0.14191419141914194,0.10293333333333334,0.0,0.08640864086408642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02395467701213129,0.0,0.0,0.002502042669087607,0.006007208650380457,0.017487373737373735,1
0.046255506607929514,0.0196078431372549,0.09803921568627452,0.0,0.013999999999999995,0.04761904761904762,0.02888583218707015,0.0063006300630063005,0.0,0.05170517051705171,0.08045977011494251,0.08169596690796278,0.11711711711711711,0.020999999999999998,0.03174603174603175,0.007000000000000001,0.00980392156862745,0.030803080308030806,0.18506666666666668,0.0,0.14311431143114314,0.0,0.07889908256880733,0.03440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010159651669085636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01353568498769483,0.0,0.011453907260299283,0.029985007496251874,0.002420696958999445,0.003734906945074897,0.010012014417300761,0.06483585858585858,1
0.013215859030837008,0.0,0.1392156862745098,0.0,0.12299999999999998,0.03231292517006802,0.026134800550206325,0.0108010801080108,0.12167300380228135,0.013751375137513754,0.14559386973180075,0.04653567735263703,0.021621621621621623,0.0,0.39682539682539686,0.003000000000000001,0.008403361344537813,0.11331133113311331,0.07253333333333334,0.0176017601760176,0.04590459045904591,0.0,0.2128440366972477,0.0048000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012605042016806723,0.0,0.0,0.033613445378151266,0.0,0.0028011204481792704,0.002721088435374149,0.0,0.0,0.002280501710376283,0.014663658736669397,0.0,0.008498060225383337,0.030651340996168584,0.0005043118664582178,0.00800817067635043,0.048458149779735685,0.14255050505050504,1
0.0,0.0,0.0,0.0,0.063,0.0,0.04264099037138927,0.05670567056705671,0.05893536121673004,0.034653465346534656,0.11877394636015326,0.03205791106514995,0.055855855855855854,0.0,0.0,0.0155,0.0,0.0,0.16960000000000003,0.0,0.0279027902790279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014048400328137804,0.0,0.004218240039411291,0.0,0.0,0.0023032228778937804,0.003904685622747297,0.011994949494949496,1
0.0,0.0,0.0,0.0,0.063,0.0,0.04264099037138927,0.05670567056705671,0.05893536121673004,0.034653465346534656,0.11877394636015326,0.03205791106514995,0.055855855855855854,0.0,0.0,0.0155,0.0,0.0,0.16960000000000003,0.0,0.0279027902790279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013843314191960622,0.0,0.004156659892850545,0.0,0.0,0.0023032228778937804,0.003904685622747297,0.011994949494949496,1
0.0,0.0,0.0,0.0,0.18499999999999997,0.0,0.0,0.16651665166516652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022867104183757175,0.0,0.0,0.0,0.0,0.0018157058556513839,0.0014016820184221063,0.0033459595959595967,1
0.0,0.0,0.0,0.0,0.19199999999999998,0.0,0.0,0.0,0.0,0.03520352035203521,0.36781609195402293,0.13236814891416754,0.0,0.0,0.0,0.048,0.0,0.03520352035203521,0.20533333333333334,0.0,0.05760576057605761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005537325676784248,0.0,0.0050495720179814,0.008995502248875563,0.0,0.0006091693145710395,0.0003003604325190227,0.007007575757575758,1
0.0,0.0,0.0,0.0,0.18799999999999994,0.0,0.0,0.1692169216921692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02112387202625102,0.0,0.0,0.0,0.0,0.0013163867453472532,0.0010012014417300763,0.0030303030303030307,1
0.03303964757709251,0.0,0.09019607843137256,0.0,0.060999999999999985,0.0,0.04126547455295736,0.0,0.1749049429657795,0.04180418041804181,0.2911877394636015,0.09513960703205793,0.0,0.0,0.0,0.0,0.0,0.0165016501650165,0.0656,0.19416941694169415,0.18001800180018002,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008250825082508252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08403361344537814,0.0,0.0,0.0,0.0,0.0,0.0,0.02778917145200984,0.0,0.0055730032637477675,0.03381642512077295,0.0011094861062080788,0.007938266000907851,0.04445334401281538,0.07929292929292929,1
0.013215859030837008,0.008403361344537813,0.15098039215686276,0.0,0.018999999999999996,0.054421768707483,0.05226960110041265,0.0,0.011406844106463879,0.0,0.0,0.06618407445708377,0.04504504504504504,0.0,0.027210884353741496,0.0,0.0,0.013201320132013201,0.08906666666666667,0.0033003300330033,0.0639063906390639,0.0,0.03486238532110092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029999999999999996,0.0,0.0,0.0,0.0,0.009122006841505131,0.003076292042657915,0.0,0.007512777880411356,0.013493253373313344,0.0,0.0006618247843849291,0.00420504605526632,0.04722222222222222,1
