Year,Pitcher,League,Type,Wins,Win_pct,Saves,ERA,Strikeouts,Innings_pitched,target
0.0,0.8688524590163935,1.0,1.0,0.8888888888888888,0.8308571428571427,0.0,0.44702842377260976,0.9270072992700731,1.0,1
0.0,0.4754098360655738,1.0,1.0,0.7407407407407407,0.7142857142857142,0.0,0.7596899224806201,0.34671532846715336,0.8048780487804877,0
0.0,0.09836065573770497,1.0,0.0,0.18518518518518517,0.43999999999999995,0.4821428571428571,0.5271317829457364,0.16058394160583944,0.17886178861788615,0
0.0,0.9672131147540984,1.0,0.0,0.3333333333333333,0.5417142857142856,0.42857142857142855,0.5038759689922481,0.13138686131386865,0.3211382113821138,0
0.0,0.918032786885246,0.0,1.0,0.9259259259259258,0.8925714285714283,0.0,0.6770025839793281,0.4270072992700731,0.7845528455284552,1
0.0,0.6229508196721312,0.0,1.0,0.8148148148148147,0.8114285714285713,0.0,0.4987080103359173,0.54014598540146,0.9186991869918699,0
0.0,0.24590163934426232,0.0,0.0,0.4444444444444444,0.7222857142857142,0.5714285714285714,0.6408268733850129,0.018248175182481785,0.2845528455284553,0
0.0,0.34426229508196726,0.0,0.0,0.2222222222222222,0.857142857142857,0.5714285714285714,0.4289405684754522,0.25912408759124095,0.16666666666666663,0
0.16666666666666663,0.8688524590163935,1.0,1.0,0.8518518518518517,0.7725714285714285,0.0,0.6434108527131783,0.9270072992700731,0.967479674796748,1
0.16666666666666663,0.9016393442622952,1.0,1.0,0.7037037037037036,0.8045714285714286,0.0,0.46253229974160204,0.5364963503649636,0.8902439024390243,0
0.16666666666666663,0.09836065573770497,1.0,0.0,0.3333333333333333,0.6045714285714285,0.625,0.5917312661498707,0.1058394160583942,0.17886178861788615,0
0.16666666666666663,0.3278688524590164,1.0,0.0,0.2962962962962963,0.5074285714285713,0.5178571428571428,0.44702842377260976,0.13138686131386865,0.2479674796747967,0
0.16666666666666663,0.5573770491803279,0.0,1.0,0.7037037037037036,0.6388571428571427,0.0,0.7545219638242893,0.3357664233576643,0.7398373983739837,0
0.16666666666666663,0.7213114754098361,0.0,1.0,0.6666666666666666,0.857142857142857,0.0,0.7054263565891472,0.26642335766423364,0.6747967479674797,1
0.16666666666666663,0.24590163934426232,0.0,0.0,0.3333333333333333,0.6434285714285713,0.6071428571428571,0.5064599483204134,0.0510948905109489,0.3211382113821138,0
0.16666666666666663,0.34426229508196726,0.0,0.0,0.14814814814814814,0.5074285714285713,0.5178571428571428,0.41860465116279066,0.25547445255474455,0.14227642276422764,0
0.24999999999999994,0.42622950819672134,1.0,1.0,0.7037037037037036,0.8685714285714285,0.0,0.45478036175710596,0.39051094890510957,0.7520325203252032,1
