0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,target
0.9999999999999999,0.0,0.9976950000000001,0.47055500000000006,0.926215,0.5115299999999999,0.91699,0.31146,1.0,0.5188,0.926215,0.41122499999999995,0.798775,0.27527499999999994,0.8026800000000001,0.30888499999999997,0.92178,0.30729,0.79106,0.33904,0.7848550000000001,0.35163,0.6847300000000001,0.26321500000000003,0.784055,0.244145,0.70539,0.26916000000000007,0.6063299999999999,0.32955,0.7113349999999999,0.22756500000000002,0.593205,0.2735000000000001,1
0.9999999999999999,0.0,1.0000000000000002,0.405855,0.965175,0.31922000000000006,0.44566000000000006,0.032015000000000016,1.0,0.4772550000000001,0.75437,0.16128499999999996,0.67216,0.15146499999999996,0.24157499999999993,0.01242500000000002,0.527495,0.18881499999999996,0.665545,0.0,0.434245,0.27349999999999997,0.40972,0.32133,0.39834,0.367155,0.39765999999999996,0.40799500000000005,0.40479999999999994,0.44203500000000007,0.41686999999999996,0.46856000000000003,0.43131,0.48776500000000006,0
0.9999999999999999,0.0,1.0000000000000002,0.483175,1.0,0.5024249999999999,1.0,0.43969,0.944825,0.50599,0.86541,0.52673,0.9272149999999999,0.504135,0.7729550000000001,0.501495,0.918875,0.43177999999999994,0.877675,0.4573,0.8544350000000001,0.36249,0.716925,0.43968999999999997,0.78764,0.2989,0.7949199999999998,0.38927500000000004,0.7155,0.413175,0.80218,0.3791,0.7802250000000001,0.30881000000000003,1
0.9999999999999999,0.0,1.0000000000000002,0.27419499999999997,1.0,0.9999999999999999,0.8560800000000001,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.57258,0.77047,0.30335,0.0,0.227665,0.15012499999999995,0.9999999999999999,0.5,0.49999999999999994,1.0,0.9534750000000001,0.758065,1.0,1.0,0.399505,0.6284099999999999,1.0,0.33809,1.0,0
0.9999999999999999,0.0,1.0000000000000002,0.48799500000000007,0.9707,0.532655,0.9605300000000001,0.383725,0.88576,0.41800500000000007,0.76399,0.398625,0.782045,0.49644,0.671975,0.362715,0.7647,0.3911,0.725535,0.41093500000000005,0.52991,0.322125,0.511545,0.23560500000000004,0.51643,0.17420999999999998,0.5664499999999999,0.23396999999999998,0.5121549999999999,0.189015,0.47146499999999997,0.202135,0.47696000000000005,0.17151500000000008,1
0.9999999999999999,0.0,0.5116850000000002,0.49704000000000004,0.45038,0.44025499999999995,0.49618500000000004,0.44088000000000005,0.57353,0.533185,0.51893,0.46849,0.5,0.5,0.47713999999999995,0.4223,0.49828500000000003,0.44902,0.442125,0.47292999999999996,0.50919,0.518345,0.507595,0.5044399999999999,0.517565,0.492325,0.48379999999999995,0.546115,0.460705,0.50366,0.5,0.5,0.49980500000000005,0.5600550000000001,0
0.9999999999999999,0.0,0.9879400000000002,0.44699000000000005,0.973005,0.39599999999999996,0.96403,0.35825,0.92998,0.36329000000000006,0.89883,0.26035500000000006,0.8911250000000001,0.24617999999999995,0.87314,0.19282000000000005,0.789725,0.15957,0.68926,0.131795,0.68162,0.11719000000000007,0.65949,0.10123499999999996,0.61396,0.09183000000000002,0.568295,0.08745000000000003,0.52303,0.08802500000000002,0.47868999999999995,0.09341000000000005,0.43084,0.09512500000000007,1
0.0,0.0,0.5,0.5,0.5,0.49999999999999994,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.49999999999999994,0.5,1.0,0.9999999999999999,0.0,0.0,0.5,0.49999999999999994,0.5,0.49999999999999994,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0
0.9999999999999999,0.0,0.9817750000000002,0.46401000000000003,1.0,0.428335,1.0,0.393435,1.0,0.31913,0.96285,0.282155,0.97255,0.29666,0.9519599999999999,0.26809499999999997,0.991525,0.323715,0.9226850000000001,0.1699,0.87673,0.1970550000000001,0.848185,0.178875,0.92553,0.1728,0.787885,0.15144000000000002,0.627175,0.18040500000000004,0.7255699999999999,0.13610500000000003,0.6944750000000001,0.13290000000000007,1
0.9999999999999999,0.0,0.49068000000000006,0.45770500000000003,0.5,0.49999999999999994,0.5,0.5,0.55735,0.36595000000000005,0.271685,0.30914,0.5,0.5,0.33171999999999996,0.6930099999999999,0.31433500000000003,0.57509,0.81864,0.610575,0.5,0.49999999999999994,0.5,0.49999999999999994,0.425985,0.49337000000000003,0.6032249999999999,0.48853,0.5,0.5,0.582975,0.62043,0.45896000000000003,0.6903250000000001,0
0.9999999999999999,0.0,1.0000000000000002,0.533275,1.0,0.40806,1.0,0.3634,1.0,0.2844650000000001,1.0,0.29325500000000004,0.98116,0.24063,0.9535549999999999,0.204915,0.94615,0.16762999999999995,0.84938,0.145015,0.853225,0.1184,0.8154049999999999,0.09728000000000003,0.779335,0.05436000000000002,0.7360549999999999,0.0675,0.701515,0.081625,0.65498,0.054535000000000056,0.614975,0.05421000000000009,1
