X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,target
0.0003234104609278199,0.00032682685559871916,0.00031378512230056943,0.0003444280416688844,0.00034070920080329914,0.0003327413082672842,0.000312693622442739,0.00032804127717742104,0.00033801244959376364,0.0003240301506786808,0.0003048439496789873,0.00029326042086128684,0.00027433267540050155,0.0002632542200704732,0.00023152889782027813,0.0002681973285460354,0.00028692370871299944,0.00029331734439033696,0.00031326773797578367,0.00031693105503562136,0.00029545800979877135,0.00027880778785716737,0.00025975246627804593,0.0002653552880284571,0.000277846345384164,0.0003106943389759448,0.00029219741367951524,0.000299025421229171,0.0002930297152594352,0.0003132274697092846,0.00032504370965871776,0.0003157032361633949,0.0003338270170683971,0.0003101343061876205,0.0003324023530716369,0.0002953774551846394,0.0002968808293477704,0.00029599236155294917,0.0002955260083821881,0.00029357716081528096,0.0003109488629159246,0.00030298399962362665,0.0002898925747052694,0.00029152715451638556,0.0002918506852771091,0.0002804202714692533,0.0002718548576719493,0.0002707497555877597,0.00026851988340106936,0.00028873512776866894,0.00029139443287810873,0.00029857952053924386,0.0003020718688880597,0.0002944150980127014,0.000315786088746578,0.0002973962554987247,0.00029437612037171157,0.00031874974024537206,0.0002994855604293578,0.0003061368860191177,0.0003181755707114542,0.00031095293350594244,0.00033115622364129904,0.0003271323462076675,0.0003236434571782104,0.0003410988655893621,0.0003205283886453386,0.0003436179633956177,0.000293934374051813,0.0003107516597565668,0.00030359486016579007,0.0002921007822202504,0.00025683845866750904,0.0002860560649856486,0.0002805336580941689,0.00031208054383169426,0.0003412764111828531,0.0003137518591001809,0.0003422662789011044,0.0003365255700680525,0.00033538785985995356,0.00032728166732429176,0.00031396559186598616,0.00034327216886415046,0.00033340888087039777,0.00034674563468817254,0.0003382674144194048,0.00032365065813277916,0.00033396096234235284,0.0003290143824616898,0.0003327948943126491,0.0003139881225539126,0.0003189080136307143,0.0003374293982583293,0.00033329540518990675,0.00033185663971677104,0.0003113556279831786,0.0003315265423070035,0.00032297343876679097,0.00033361601782963546,0
7.724501822681251e-06,7.43831843312559e-06,7.729111446211356e-06,7.984633210444958e-06,7.079671705004231e-06,7.873508323194556e-06,8.044400245418859e-06,8.859139429953644e-06,9.74354545474343e-06,9.8473925802256e-06,8.768916870016685e-06,8.4871232910802e-06,7.056555161456812e-06,7.366161492550205e-06,5.044341678923925e-06,7.179133900220291e-06,6.846335782739743e-06,8.633782541858648e-06,9.455817691836343e-06,8.824066497506444e-06,8.750071145438576e-06,8.813330292352373e-06,8.112696611377312e-06,7.815513392142592e-06,7.868772171737426e-06,8.244100658971742e-06,7.869015262604306e-06,8.136746155892882e-06,7.202965067829026e-06,9.409893387657409e-06,9.940174607300789e-06,8.47115184172964e-06,8.923049198361621e-06,9.016521244076259e-06,9.784533696294284e-06,7.490552540609374e-06,8.078968429692246e-06,9.474462559014296e-06,9.333318446547167e-06,9.174286275476229e-06,7.516461722284484e-06,8.277789786209633e-06,8.209347248294696e-06,7.592302337211532e-06,7.4228929528852294e-06,8.024333922038163e-06,6.952353737196826e-06,7.198923462445328e-06,7.400839847307439e-06,7.952642016792466e-06,9.246423527412007e-06,8.035062963263062e-06,7.556348739515273e-06,7.843938427246067e-06,8.148753122494412e-06,8.499565503986006e-06,7.367871827465566e-06,8.629136614368704e-06,8.73327906616983e-06,8.601323059020949e-06,9.03230061473359e-06,6.904382569616896e-06,8.05374707077422e-06,7.940105490475413e-06,7.430817965642378e-06,8.489492331939519e-06,7.75811937787918e-06,8.502260742088152e-06,7.352312207331568e-06,6.539526137647189e-06,6.573425200037675e-06,9.524190637738572e-06,8.836679836664307e-06,8.859802712993248e-06,7.675545366292447e-06,7.340160782506877e-06,1.0063735507215288e-05,9.388879468261169e-06,1.119272025475182e-05,9.188411469435165e-06,7.94548759866509e-06,9.731236111185093e-06,7.818393306116556e-06,7.998039285264658e-06,8.261141136570171e-06,7.339479102835833e-06,6.793581353761735e-06,8.294161258304289e-06,8.113905214282569e-06,8.004997276961356e-06,7.2622999304355895e-06,8.168082628670637e-06,7.879737149676935e-06,8.006497717719108e-06,7.615144751949021e-06,7.586824738003983e-06,7.905513991754431e-06,7.90166888400834e-06,7.41453098017375e-06,6.984894380099305e-06,1
0.5787160265162623,0.6073480668361378,0.6131288199243051,0.6741883121302004,0.5977789830918856,0.593649519163991,0.5983004517752478,0.6181819746549302,0.6595954214194131,0.615485381375932,0.6073456058461211,0.5134605775396466,0.5427562497071894,0.4566704137710596,0.48039992307059676,0.5346828492909358,0.5267009818501304,0.5696913530663573,0.5792652304330238,0.5853779498833875,0.5903708983428184,0.5296888909734331,0.5233901102720114,0.5565356374756992,0.5483437296862729,0.6204070470572434,0.577356073502705,0.5963320395906946,0.5704562529962903,0.6442327547584872,0.6817643159298347,0.6621122144665091,0.642410028107605,0.5650750833794296,0.6416369234961805,0.5736103672576297,0.6159488871731238,0.58485688189854,0.6534986336719613,0.6580449054227198,0.6478459834041894,0.631502193318658,0.575232638791201,0.5824265636713337,0.6249156300887753,0.6178085682111957,0.6796848301958907,0.6346879073537178,0.6483801781826202,0.6802200170710688,0.5999092793760197,0.6033439025753744,0.6341397110616115,0.5990939003217264,0.6160421435987293,0.5892922296706552,0.592309737201562,0.6086637236027665,0.5719050412441464,0.6126667120722906,0.603800093373538,0.6333058550272301,0.6055346562262393,0.6625637788973523,0.6229710397746618,0.6270652700766663,0.6287727228570389,0.6824373955476917,0.5536300578966916,0.5791496231991262,0.5979943100106855,0.5574383583244767,0.5285718955504444,0.5886761089564669,0.6265137567595594,0.634689434910712,0.7135914310409243,0.6790816500229047,0.7726129591980042,0.805724468695568,0.7097930959716026,0.7614661043603467,0.7072825171150341,0.7180276540941779,0.716132643755529,0.6308808583252293,0.6572356758660581,0.6619394406720874,0.6969789256986647,0.6556448047792531,0.6298574573925402,0.6449975631886827,0.6290726177983076,0.632617848974323,0.6633641141616458,0.6477424778194716,0.5763908513917136,0.6103425974675153,0.5949575010559086,0.654129683469907,1
0.38103133983181803,0.3598948644196578,0.3421611267700295,0.35001247598939134,0.40597651725992984,0.40251719484357096,0.40317634441174116,0.31781251479159883,0.36299348289675604,0.3265389437211327,0.32356269179937514,0.326296851383348,0.24433911505269432,0.22315490218391545,0.21412994173082983,0.22791271442750488,0.26654302287975395,0.2356917024262008,0.2529833980356414,0.22519769381388005,0.22035017948276775,0.270984845976707,0.2538347291678559,0.2422535236428212,0.2958725221138072,0.36098793305157395,0.3519372913355959,0.31817652467366564,0.34780147089457797,0.3654922829290071,0.3663425145605485,0.34062798482563444,0.36205167145332845,0.3274264628263715,0.3611378977820637,0.352950923980463,0.3371775332902398,0.3545000440308728,0.42251383075675586,0.40413831957831137,0.40220488246088243,0.3392315964249747,0.38053668094551507,0.3403162383731008,0.3880305065181296,0.40268773770471433,0.4173130721542012,0.3567741694198159,0.3707102446691533,0.38151516808315566,0.3888803567393483,0.3976485986593754,0.3817556602742081,0.3653258167010641,0.3892583136339417,0.36835895081717573,0.41409218122288544,0.394245792327324,0.349735777113536,0.35023709810318016,0.34004626412543176,0.3875378792754217,0.3543744836508934,0.3658111585302053,0.413380521713253,0.3678394259887846,0.37569865238093314,0.4396404158763258,0.32257961486849396,0.37547177714354496,0.3682291590162683,0.3327584767408896,0.28800988271283195,0.3358248896203405,0.3349211428014145,0.3673494803124929,0.35747581920365584,0.35826176081658107,0.39775605501737227,0.3670883470180292,0.4217180545491272,0.42240899871272275,0.3687704206111121,0.37415986113197447,0.43903259882210494,0.3582691539146947,0.40917678733831714,0.42952848049984726,0.44133807886144205,0.3582751659350489,0.4325851590906655,0.3743686972373701,0.36019518020383373,0.4177600132374095,0.39444608012637605,0.40531174128963343,0.4095104028311122,0.370131519843066,0.36090609099306603,0.34587712680211374,0
4.057485572794839e-05,4.1323991295139084e-05,3.721735185517605e-05,4.073977626693759e-05,3.884969848121089e-05,4.0651265799107605e-05,4.437394974082798e-05,3.990831381300852e-05,4.1542934711605306e-05,4.456794055705815e-05,3.921194902248293e-05,3.758583171762503e-05,3.542827178998342e-05,3.3595203816516594e-05,3.0202197647266615e-05,3.4308703059988954e-05,3.4542875994719724e-05,3.4149693446769436e-05,4.001211745525979e-05,3.5949900545409474e-05,3.630870643527018e-05,3.387384338451871e-05,3.500884393561193e-05,3.781219812579173e-05,3.509472388596446e-05,4.2303061967244315e-05,3.5249976533480165e-05,4.178558182141301e-05,3.757001097880186e-05,4.2083134316986404e-05,4.2110194245478794e-05,4.130778166119842e-05,4.234074325501491e-05,4.346643731811817e-05,4.013470766169036e-05,3.628756564116875e-05,4.07350092402059e-05,4.136618027991701e-05,3.90778192902036e-05,4.071635623210945e-05,3.847712548311899e-05,3.7756857494214424e-05,4.010608186924558e-05,4.287925297266626e-05,3.790041813593603e-05,3.830972324073145e-05,4.5725095733029075e-05,4.4598208767371306e-05,4.344728333888215e-05,4.337804736430362e-05,4.121263057932367e-05,4.2141340860529786e-05,4.6976818669747233e-05,4.305252568578832e-05,4.319715364929644e-05,4.1346844691259044e-05,4.175127368907794e-05,4.173684444096215e-05,4.037081832472533e-05,3.967140839465644e-05,4.29460331115572e-05,3.921007385218611e-05,3.810374958214402e-05,4.243545267687554e-05,4.530113121221924e-05,4.164319396506022e-05,3.9633870734884225e-05,3.898376999830755e-05,3.3678333336756294e-05,3.9651050885297634e-05,3.473365414352614e-05,3.4486787067286584e-05,3.1682730146115334e-05,3.2511623868553e-05,3.010017790709696e-05,3.430906612948703e-05,2.9567789277845646e-05,2.5064226058746364e-05,3.615426304511005e-05,3.224779025332025e-05,3.213508317688463e-05,3.956757324453941e-05,3.935550787799447e-05,3.925474453801703e-05,4.211386079402968e-05,3.616036045793469e-05,3.890869320787027e-05,3.718994886783844e-05,4.038511913471987e-05,4.434228828693876e-05,4.1849003349192504e-05,3.776640355195038e-05,4.223184966736793e-05,4.207859356082644e-05,4.480538656377597e-05,4.320027262585957e-05,3.761634679595727e-05,3.8134141135834354e-05,4.2545284909975556e-05,4.383021223514083e-05,0
2.0796735676453793e-05,2.2498617482907823e-05,2.234721352929736e-05,2.2320679201923155e-05,2.203547818181717e-05,2.139540305216847e-05,2.0932740423557084e-05,2.26962714919704e-05,2.4181708264972568e-05,2.309043777433406e-05,2.175684091332286e-05,2.0990474568105544e-05,1.8987225743713476e-05,1.7348342954436047e-05,1.5516139594676237e-05,1.9572586106915424e-05,1.867182486200991e-05,1.9271836030898548e-05,2.1888466879255164e-05,2.0180966897084818e-05,1.9871656900385948e-05,1.9312688988464e-05,1.834492657168396e-05,1.9427133289035003e-05,1.975061815107093e-05,2.0901709751539044e-05,2.007401852704982e-05,2.1782747521501e-05,2.0135561439621474e-05,2.2130675189468985e-05,2.4579340847152853e-05,2.130887679774318e-05,2.3882278736814255e-05,2.3136733758380434e-05,2.3192968761617805e-05,2.0973547113709023e-05,2.0835234371296973e-05,2.309400248756699e-05,2.302800065315247e-05,2.4814260021294166e-05,2.156508660797196e-05,2.289062277613385e-05,2.231916283128299e-05,2.1137659916098395e-05,2.1482725487187437e-05,2.1915922754828232e-05,2.112445943222574e-05,2.1508978637799214e-05,2.1331832501053638e-05,2.177939461416034e-05,2.2807844700947766e-05,2.0686013160742256e-05,2.194072344846587e-05,2.1570830674860764e-05,2.1291903320036498e-05,2.0717690915966758e-05,2.0494540025881025e-05,2.192505119366639e-05,1.9855851461761387e-05,2.062562162112591e-05,1.8320232378937762e-05,1.8070729688388076e-05,1.905187479107895e-05,2.029138069788161e-05,2.0680951205581666e-05,2.108968621407359e-05,2.040722705923259e-05,2.206969809648296e-05,2.0001451488727007e-05,2.1191375838489068e-05,1.955796880510896e-05,2.089177301180245e-05,2.0187862065902673e-05,2.087831769757853e-05,2.046812097682149e-05,2.226790349751928e-05,2.5203868571174737e-05,2.2451668293663185e-05,2.433972499843451e-05,2.3147728894154507e-05,2.251221486293531e-05,2.4052677935190725e-05,2.1434696254971075e-05,2.2339351107111827e-05,2.334670321203769e-05,2.148140225223527e-05,2.1880625658846076e-05,2.2117763355464226e-05,2.3419680959396727e-05,2.2306059827906233e-05,2.3057802279152773e-05,2.1430238294595227e-05,2.133726576486472e-05,2.312988229559443e-05,2.142866313920022e-05,2.3117501260522255e-05,2.2065940152818375e-05,2.16437017257487e-05,2.118437422903019e-05,2.2613595555567856e-05,0
0.00018759504426521523,0.00020423234808979174,0.00019188359286063938,0.00019054238343114982,0.00018769979607889675,0.00020625168542287575,0.00020984639779975112,0.00017473597866111967,0.00020399441074801794,0.00017725306644410244,0.00019961694723892587,0.00018088181514105267,0.00017241273951184438,0.00015166031558976056,0.00015337352801000903,0.00017229921360523148,0.00017963851502665606,0.00018261991822883517,0.00020067346434893274,0.00017623621699196235,0.00018317905949329083,0.00016829628975655042,0.00015669929310638958,0.0001377019026234591,0.00016264752078988531,0.00017662361108763958,0.00016155570110558404,0.0001473090085306883,0.00014831559889667834,0.00013348108027666505,0.00010229343323148177,0.0001141422212076193,0.0001535289347366492,0.00016178701326627354,0.0001558277588670498,0.00015805065860682865,0.00015528627739588852,0.0001734165021959333,0.00016834864113861314,0.0001847089636796001,0.00021019248316245243,0.00016665386987939346,0.00018539442535724093,0.00017936814271664325,0.00019605170210865164,0.0001782610094940018,0.0002146316384505076,0.00021307057613863256,0.0001893744313869461,0.00020179829117604464,0.00020527060230850214,0.00019908150682390602,0.00018554022567628115,0.00020483375574725793,0.00021081612916877546,0.00020248444070423977,0.00020409851843954108,0.0002014639242213928,0.00018397558636554234,0.00018203208188177777,0.00021157738138097293,0.00020585288772391463,0.00017718243555703284,0.00021552975236928396,0.0001823683879037391,0.00020097756057388394,0.00020348197890060482,0.000183884000943213,0.00016111841159698048,0.00017317327443013009,0.00019209009195735038,0.00018994615683161353,0.00015791075025208684,0.00018890640219360044,0.0001600576960210029,0.0001759989113469529,0.00020269966384450777,0.00019643168696201196,0.00019711624004192796,0.00019525374372549031,0.0002000497210957186,0.00021895281250165766,0.00019607476246359667,0.00020886833627727086,0.00021218561419250603,0.00018903633981967594,0.00018819102633192697,0.0002003084536142813,0.0002183378130388436,0.00021793380227028147,0.0002208646966346678,0.00019884450614322813,0.00021213314843397668,0.0001941130891114362,0.0001923266790840733,0.00021234183590269906,0.00018008934620791783,0.00020424096311037754,0.00017680125658646462,0.00019313232960982418,0
0.012625910440767711,0.014059064656251424,0.011512259462910755,0.013480419955413069,0.012261548913584552,0.013431007056803002,0.011844990116200063,0.013112960693179576,0.013376293511020182,0.011772982286238576,0.012355652046731377,0.010364747763453572,0.011308238768219368,0.009769182362270153,0.009837615617588329,0.010337574967161131,0.010983156380189776,0.01199070511639496,0.013645970683463002,0.012078186131427117,0.011746438966372896,0.010610866483717257,0.01154751003434594,0.010703829408035152,0.011197026737222275,0.012671349260325142,0.011037418050830472,0.013393507961467072,0.012125127617305824,0.012925621240290168,0.014161224571677879,0.01329359518915426,0.013767652546961912,0.012260257292388006,0.013517605094045683,0.011732285987631437,0.013099154370122365,0.013081948771750146,0.012446110989380602,0.013279560948366062,0.013219398090693446,0.012517369632624092,0.012263567592472949,0.011985829657896893,0.012056262734082022,0.012795188712920132,0.013901498695720625,0.013675935368416325,0.012294536360456763,0.013993848450658146,0.012139673479725069,0.012327581652908183,0.013840863841787898,0.013889297427348658,0.013494072307829404,0.013832688709168338,0.01216706640900004,0.012880483288003938,0.012104407175130269,0.01353971125534028,0.01339379407666838,0.01300743056471286,0.012200301019621697,0.013759320581053391,0.01273131890125239,0.013918209907434156,0.01248863266856369,0.013703925774178338,0.011981343784473845,0.011959634402410657,0.011901794975192607,0.010914415238889363,0.009853760132995631,0.011518282819232367,0.010235941749533697,0.011731473825935104,0.012296103597696388,0.011476639692279883,0.011131693280024016,0.010920957132084741,0.010726761391004147,0.00999765165075732,0.009175719092331967,0.010124966146230263,0.010285120715026908,0.011176773591838135,0.010758474242798008,0.011516576683935471,0.011669916377908457,0.012938414138084414,0.012187773300771594,0.012926912962755915,0.012171891950565193,0.012687185244558481,0.013513428555110403,0.013444121206040938,0.012336511147252531,0.013236240145459426,0.012896958762408858,0.012676273632189601,0
0.00021263601171238322,0.0002266391344809271,0.00020339324794904634,0.00022184577499484437,0.00022194770795185004,0.00021121541893097395,0.00022031276801152966,0.0002056164075312228,0.0002272017644675134,0.00020526720050853542,0.00019969967286975754,0.00018292781807729974,0.00017692311497587154,0.00017086740957503177,0.000152735003746865,0.00019005812377945186,0.00019457597491626122,0.00019626437813871633,0.00021231812872869738,0.00020148285169317715,0.00020763019288100315,0.00019052120962422675,0.00018534953699524126,0.00018653025295913006,0.00019994550088393848,0.00020643561145038125,0.00020443380467932704,0.00020960597128677483,0.00020405672629658644,0.00021538200420621878,0.00022220808508501,0.0002164946950066471,0.00022491332832359767,0.0002105272648969675,0.00023383223583481327,0.00021198263689921337,0.00021047838803658903,0.0002212117820694498,0.00022522082456989667,0.00022909503442192225,0.00023515787388289633,0.00023253831919817225,0.00023713041582823502,0.00023639668640866585,0.00024207363841656504,0.0002316702858138342,0.00022800154948356133,0.00022939984155344317,0.00022246053893959505,0.00022502362070235538,0.00022182610348139842,0.0002186562878727094,0.0002226846869500254,0.0002195411402983044,0.00022045443931364983,0.0002267436172468662,0.00021095826117546734,0.00022453365680268067,0.00020622073115671158,0.00022029919263416575,0.00021396327210938815,0.0002130982274574783,0.00022108834700737545,0.00021103035925801317,0.0002200596452957282,0.0002229608775597275,0.00020255437767063844,0.00022033518263535334,0.0002012003716949512,0.00020562256868282558,0.00020466886857474498,0.0001972429157879596,0.00017730834013745395,0.00019083244626164064,0.0001846645914600556,0.00020461729102706772,0.00021605860478329797,0.00020173844492234194,0.00022900660965664843,0.00021848982272992812,0.0002240627502828607,0.0002254709046138753,0.00021065738368623854,0.00023368983750741978,0.000225924251082657,0.00022072140814172192,0.00022171779145434278,0.00022510175285951617,0.0002321683332904556,0.00022575891196796594,0.0002165073166763981,0.00021043791374522614,0.0002131070485311276,0.0002175098546642884,0.0002156148543138725,0.00021412697113516732,0.00021119015949418174,0.00021497692626799847,0.00021969961440025665,0.00021207885561586037,1
0.062422123652297254,0.06842040788065043,0.05548989544696526,0.06785831268368059,0.06171340975661947,0.06471091002094782,0.0677741585665467,0.06491158958526319,0.057909079434254315,0.05926169343912376,0.06765674356179506,0.05592605048231866,0.04971059394079071,0.048149155545311774,0.048329007544291876,0.051688857243602525,0.06424391440493166,0.05081027278281767,0.06307774608327774,0.06369676912524495,0.05964645460201405,0.057535719278110076,0.060321553673491145,0.051433223732543304,0.06727044804710058,0.06705543291646221,0.06281441433368432,0.0681355019117963,0.06316026327164732,0.06702623495702205,0.07304510200607182,0.08307483948258904,0.08682170610450289,0.09302242893684072,0.09965656286725977,0.07836616067984255,0.08622572450700644,0.07074978781856507,0.0803591740065511,0.06832772507757078,0.07441082349012403,0.07360171448230578,0.06370171268362108,0.06676800089589167,0.07355117573821326,0.06414971784975115,0.06615146754382792,0.06799839727382036,0.07176237418245751,0.06768430360837574,0.06943333161320503,0.06515983022424834,0.06099921696198182,0.0716509012417846,0.0685508161063873,0.06723846903347103,0.06836114733177602,0.06765771420158649,0.05708862136127105,0.06447894062594461,0.06509033706586057,0.05856041577680399,0.07078767378340789,0.057367703285668585,0.06916130864403777,0.06596380223450587,0.05680402248370457,0.06269069598511491,0.05194424385896146,0.06516836465324867,0.06189845551288419,0.05449987668477364,0.048396340177689116,0.06335914566232148,0.057914698804827275,0.06196497753622143,0.06311244621356406,0.05745063510871056,0.0657623837011963,0.0612289235290038,0.06227902716156108,0.06815115143474224,0.05794764715995107,0.06617127240347331,0.06313774662649119,0.062371788474422145,0.06729404067043648,0.06129135453196093,0.0623734334515474,0.0739995439849866,0.05965280396492526,0.06802308950084322,0.060426339818711164,0.05879509326235424,0.07133947296999944,0.06246384543299481,0.06636149066024333,0.05989782798582167,0.06982369745889018,0.06363788840705731,1
