Year,Pitcher,League,Type,Wins,Win_pct,Saves,ERA,Strikeouts,Innings_pitched,target
0.0,0.6551724137931034,0.0,0.9999999999999998,0.7916666666666665,0.67857,0.0,0.7365591397849462,0.5242424242424244,0.7508992805755397,0
0.0,0.7758620689655172,0.0,0.9999999999999998,0.7916666666666665,0.7037,0.018181818181818188,0.5672043010752689,0.4333333333333334,0.9262589928057554,0
0.0,0.3793103448275862,0.0,0.9999999999999998,0.9166666666666666,0.6875,0.0,0.6021505376344086,0.6636363636363638,0.9325539568345323,1
0.0,0.41379310344827586,0.0,0.0,0.29166666666666663,0.58333,0.8181818181818181,0.30645161290322576,0.06969696969696976,0.17086330935251798,0
0.0,0.24137931034482762,0.0,0.0,0.08333333333333326,0.4,0.8181818181818181,0.26881720430107525,0.021212121212121238,0.1007194244604317,0
0.0,0.3448275862068966,1.0,0.9999999999999998,0.9166666666666666,0.75862,0.0,0.6774193548387096,0.5515151515151516,0.8201438848920863,0
0.0,0.8620689655172413,1.0,0.9999999999999998,0.9166666666666666,0.78571,0.0,0.5564516129032259,0.587878787878788,0.85431654676259,0
0.0,0.31034482758620685,1.0,0.9999999999999998,0.8333333333333333,0.66667,0.0,0.3306451612903225,0.5636363636363637,0.9788669064748201,1
0.0,0.7068965517241379,1.0,0.0,0.125,0.75,0.8727272727272728,0.2768817204301075,0.04545454545454547,0.13489208633093525,0
0.0,0.7931034482758621,1.0,0.0,0.08333333333333326,0.33333,0.9636363636363636,0.532258064516129,0.06969696969696976,0.11690647482014388,0
0.22222222222222215,0.7758620689655172,0.0,0.9999999999999998,0.75,0.9,0.0,0.3629032258064516,0.3545454545454546,0.7419064748201439,1
0.22222222222222215,0.6206896551724138,0.0,0.9999999999999998,0.7916666666666665,0.67857,0.0,0.5806451612903225,0.43939393939393945,0.7751798561151079,0
0.22222222222222215,0.39655172413793105,0.0,0.0,0.125,1.0,0.8363636363636364,0.0,0.021212121212121238,0.0660971223021583,0
0.22222222222222215,0.5517241379310345,0.0,0.0,0.0,0.0,0.6727272727272727,0.6290322580645161,0.0,0.0,0
0.22222222222222215,0.31034482758620685,1.0,0.9999999999999998,0.7916666666666665,0.90476,0.0,0.13440860215053763,0.31818181818181823,0.7212230215827338,1
0.22222222222222215,0.6896551724137931,1.0,0.9999999999999998,0.75,0.72,0.0,0.5618279569892474,0.3515151515151516,0.6339928057553957,0
0.22222222222222215,0.896551724137931,1.0,0.0,0.04166666666666663,0.5,0.6545454545454545,0.18548387096774194,0.0,0.022482014388489235,0
0.22222222222222215,0.7931034482758621,1.0,0.0,0.04166666666666663,0.33333,0.6909090909090909,0.7392473118279569,0.021212121212121238,0.02877697841726623,0
0.33333333333333326,0.6551724137931034,0.0,0.9999999999999998,0.8333333333333333,0.66667,0.0,0.5618279569892474,0.593939393939394,0.9730215827338129,1
0.33333333333333326,0.051724137931034475,0.0,0.9999999999999998,0.875,0.72414,0.0,0.7365591397849462,0.5666666666666668,0.7720323741007193,0
0.33333333333333326,0.39655172413793105,0.0,0.0,0.08333333333333326,0.22221999999999986,0.7090909090909091,0.6989247311827956,0.08181818181818187,0.10341726618705038,0
0.33333333333333326,0.4827586206896552,0.0,0.0,0.08333333333333326,0.4,0.7818181818181817,0.45698924731182794,0.03636363636363643,0.06474820143884896,1
0.33333333333333326,0.01724137931034475,1.0,0.9999999999999998,0.75,0.64286,0.018181818181818188,0.7258064516129032,0.5242424242424244,0.8138489208633094,0
0.33333333333333326,0.4655172413793104,1.0,0.9999999999999998,1.0,0.75,0.0,0.4865591397849462,0.4757575757575758,0.9190647482014388,1
0.33333333333333326,0.3275862068965517,1.0,0.0,0.04166666666666663,0.33333,0.8,0.34408602150537637,0.03636363636363643,0.09757194244604322,0
0.33333333333333326,0.9827586206896552,1.0,0.0,0.16666666666666669,0.4,0.8,0.5107526881720429,0.0848484848484849,0.07194244604316546,0
0.44444444444444436,0.7241379310344828,0.0,0.9999999999999998,0.875,0.75,0.0,0.2473118279569892,0.7575757575757577,0.9653776978417266,1
0.44444444444444436,0.7758620689655172,0.0,0.9999999999999998,0.8333333333333333,0.833333,0.0,0.3091397849462365,0.7545454545454546,0.7360611510791366,0
0.44444444444444436,0.12068965517241381,0.0,0.9999999999999998,0.8333333333333333,0.666667,0.0,0.7365591397849462,0.4000000000000001,0.8538669064748201,0
0.44444444444444436,0.6379310344827587,0.0,0.0,0.25,0.6,0.7818181818181817,0.20161290322580644,0.07878787878787885,0.09847122302158279,0
0.44444444444444436,0.7931034482758621,0.0,0.0,0.08333333333333326,0.4,0.8181818181818181,0.10215053763440862,0.04242424242424242,0.04451438848920869,0
0.44444444444444436,0.8275862068965518,1.0,0.9999999999999998,0.7916666666666665,0.791667,0.0,0.5510752688172043,0.42121212121212126,0.6821043165467626,0
0.44444444444444436,0.1896551724137931,1.0,0.9999999999999998,0.7916666666666665,0.730769,0.0,0.3870967741935483,0.493939393939394,0.9278776978417266,0
0.44444444444444436,0.31034482758620685,1.0,0.9999999999999998,0.7916666666666665,0.8260870000000001,0.0,0.28763440860215056,0.40909090909090917,0.8244604316546762,0
0.44444444444444436,0.6724137931034483,1.0,0.9999999999999998,0.7083333333333333,0.68,0.0,0.20698924731182788,0.7969696969696971,0.8634442446043166,1
0.44444444444444436,0.22413793103448276,1.0,0.9999999999999998,0.8333333333333333,0.8,0.0,0.4946236559139785,0.39393939393939403,0.8274730215827338,0
0.44444444444444436,0.7068965517241379,1.0,0.0,0.29166666666666663,0.636364,0.6727272727272727,0.6290322580645161,0.03333333333333338,0.09307553956834536,0
0.44444444444444436,0.9137931034482759,1.0,0.0,0.25,0.6,0.6727272727272727,0.4112903225806452,0.20909090909090916,0.14401978417266192,0
0.44444444444444436,0.4482758620689655,1.0,0.0,0.16666666666666669,0.666667,0.7636363636363637,0.336021505376344,0.09696969696969701,0.20395683453237412,0
0.5555555555555555,0.1724137931034483,0.0,0.9999999999999998,0.8333333333333333,0.740741,0.0,0.650537634408602,0.5060606060606061,0.712230215827338,0
0.5555555555555555,0.7241379310344828,0.0,0.9999999999999998,0.8333333333333333,0.769231,0.0,0.4086021505376344,0.6939393939393941,0.8336330935251798,1
0.5555555555555555,0.7413793103448276,0.0,0.9999999999999998,0.8333333333333333,0.740741,0.0,0.8817204301075269,0.36969696969696975,0.7508992805755397,0
0.5555555555555555,0.8793103448275863,0.0,0.0,0.29166666666666663,0.636364,0.8363636363636364,0.42741935483870974,0.10909090909090913,0.13489208633093525,0
0.5555555555555555,0.9655172413793104,0.0,0.0,0.08333333333333326,0.22222199999999986,0.7636363636363637,0.6747311827956989,0.1363636363636364,0.07823741007194246,0
0.5555555555555555,0.5,0.0,0.0,0.125,0.75,0.7636363636363637,0.2419354838709677,0.09090909090909094,0.05710431654676268,0
0.5555555555555555,0.8620689655172413,1.0,0.9999999999999998,0.8333333333333333,0.769231,0.0,0.3602150537634409,0.34848484848484856,0.8093525179856116,1
0.5555555555555555,0.8448275862068966,1.0,0.9999999999999998,0.7916666666666665,0.703704,0.0,0.639784946236559,0.5060606060606061,0.8273381294964028,0
0.5555555555555555,0.5344827586206896,1.0,0.9999999999999998,0.7916666666666665,0.678571,0.0,0.9999999999999998,0.2848484848484849,0.7630395683453237,0
0.5555555555555555,0.7068965517241379,1.0,0.0,0.125,0.428571,0.9272727272727272,0.5080645161290323,0.11818181818181822,0.13938848920863312,0
0.5555555555555555,0.9137931034482759,1.0,0.0,0.16666666666666669,0.666667,0.9636363636363636,0.09408602150537632,0.1333333333333334,0.10656474820143885,0
0.6666666666666666,0.08620689655172414,0.0,0.9999999999999998,0.75,0.7829999999999999,0.0,0.7580645161290323,0.3606060606060607,0.7000899280575539,0
