xs,ys,target
0.6155800983661461,0.2741745375972855,0
0.23647659292616013,0.21826026112267777,0
0.2246826771144117,0.3538247792061677,0
0.6949823118494741,0.24786044672767604,0
0.7681905118011674,0.535523421657821,0
0.2928185813299083,0.6409811956137312,0
0.38592126746871175,0.2616637635847848,0
0.19214386123001892,0.0,0
0.8168536260372923,0.32398030233401276,0
0.7435899374952056,0.40368202736013925,0
0.7434868784451785,0.40902467947485543,0
0.16877611473890491,0.46944732446488324,0
0.6760658974643057,0.4968712243563944,0
0.741099336669863,0.45142151102358213,0
0.8560010542832175,0.5169678109217511,0
0.6065237303793262,0.15846180098989693,0
0.7104163807176939,0.3880759812404174,0
0.7032097051556154,0.3240594465075656,0
0.5570504523603432,0.408783159732958,0
0.8306811446026641,0.2116471760839605,0
0.2914341799023314,0.49578985460913255,0
0.2270961413980983,0.33278548479352454,0
0.25920085964047673,0.31273209042518446,0
0.28436460328734503,0.272891554957785,0
0.227311567690214,0.22102411019111085,0
0.3456827075202235,0.17453931781101167,0
0.6744838131892157,0.41780110346721155,0
0.26862465451342865,0.5196101644194125,0
0.5989487122934662,0.3993708886787529,0
0.25225756985754255,0.5492661620035767,0
0.6285657806256206,0.40028529738469926,0
0.2077036239007254,0.5151293009566348,0
0.19186269879661633,0.22129810193260407,0
0.1236389502976275,0.5250373013434338,0
0.7294573550328196,0.41578548836692364,0
0.7067678540837564,0.5497866170783706,0
0.30623113101493343,0.18833473270705842,0
0.0,0.5064610598715863,0
0.1987049221088638,0.43066681177210336,0
0.2966815427105277,0.06398765170276322,0
0.25651302192585435,0.6620440324207109,0
0.6232566051597433,0.6205271134306736,0
0.7361043435236007,0.5180984141682801,0
0.8797740155043832,0.4553779801088099,0
0.21688262091323696,0.2858952167109707,0
0.33935164248386185,0.48100073891510375,0
0.7109452966708918,0.2815201928153237,0
0.3167826071886351,0.35566595170397697,0
0.19677054031791913,0.5728236128845001,0
0.25995231349634096,0.44919080687874197,0
0.2420027650264428,0.241253823391108,0
0.14781264768956554,0.2374638404510137,0
0.7999340702938629,0.4714859136411258,0
0.331914363817025,0.34322998551792416,0
0.55150279361284,0.43326393335472024,0
0.7441994864923781,0.6867965790067223,0
0.6424511788765942,0.6000682900709788,0
0.25044075499191765,0.3485977214932726,0
0.17446787018237425,0.4997781962348409,0
0.2600145483910726,0.8889526045591574,0
0.7799993814464419,0.24088542851676992,0
0.3520275545636895,0.5942250740248317,0
0.7100986924072873,0.45866567080677784,0
0.8841435427399325,0.2282391845294519,0
0.7424033280325819,0.2173769386536975,0
0.3188083677192829,0.29393357418458743,0
0.6376933074160752,0.5785021956591422,0
0.8212358346170723,0.42432588117161746,0
0.8399819498879484,0.511861532542763,0
0.22067336078124022,0.09028168015497678,0
0.3555703748636192,0.6156475707304729,0
0.13126318509319512,0.5119244056831932,0
0.7979514443616981,0.24386076208988167,0
0.26904560113179643,0.3883658781114176,0
0.2947281744850111,0.20420817651800777,0
0.5803830203376262,0.4637938644767901,0
0.7014476672449053,0.7022092256025998,0
0.6359023059413814,0.5123095309164694,0
0.6589116016418682,0.2882855482544463,0
0.29872604297544825,0.34752341290727495,0
0.703516851772464,0.5502190373002691,0
0.7759987707872933,0.4636924001826809,0
0.13983055038869974,0.11957322995274233,0
0.7056590358674291,0.7090760998321148,0
0.6504287406873424,0.5006664233693079,0
0.30403924155389855,0.3584126655839397,0
0.2526555638596036,0.38928326854257245,0
0.7384920276260118,0.4188946414559906,0
0.6768660936062251,0.5086524176999662,0
0.388973149428824,0.6528229732538392,0
0.6205256470793475,0.4018903608430129,0
0.6280866412020403,0.3994935909529381,0
0.7945050554133705,0.25362004211986583,0
0.21065215741238258,0.669606069023731,0
0.7818268091691726,0.47993875427428945,0
0.7673196597446847,0.3545250953710257,0
0.20816620119459778,0.47191613065614685,0
0.8293686231026736,0.33527804357907387,0
0.8676770900500356,0.32677572810596056,0
0.3108250653823399,0.38428939264024736,0
0.1784554768892085,0.35868489787400426,0
0.24938404746957815,0.30212734727266777,0
0.7231682148146271,0.3185974864585884,0
0.749082990080309,0.3618645146572308,0
0.5245246072186092,0.45448862412276264,0
0.3078674229365551,0.2640857418984249,0
0.18536167148675559,0.2619346490381363,0
0.16956005238225408,0.3583311002183768,0
0.6926496656349864,0.4884663170968846,0
0.3377161143843206,0.5997124838380568,0
0.7417106125691306,0.45805816959736906,0
0.26819509710576855,0.18171517818100857,0
0.1284090429114343,0.5067852816158104,0
0.7880633927351439,0.3602402529368689,0
0.7467605866724784,0.43528091086208787,0
0.14917425780487753,0.2218259529315446,0
0.8684220205806783,0.51599103511229,0
0.3805596065141612,0.328078975577623,0
0.7294827841405922,0.2997052054701781,0
0.34904168391058266,0.4719947921483343,0
0.1330992710475835,0.28853732886794947,0
0.6802939420782139,0.38052767770076,0
0.6766128984471359,0.5006399537460461,0
0.24652404615570928,0.4270928443133755,0
0.33357948171977103,0.4682268412770139,0
0.3075643848285369,0.9173494888758567,1
0.4955721067946049,0.6324137648673938,1
0.8150529747855072,0.5243512632047705,1
0.544782881462437,0.6063637396305543,1
0.42221234746289205,0.6449325342631562,1
0.8944491441115028,0.4767914927129088,1
0.8901756402232142,0.36806323331415086,1
0.37208650919840325,0.6289832316260118,1
0.5565980799192356,0.5835232496364106,1
0.32852375760175534,0.5479558066595501,1
0.3837645090791426,0.8325716141301607,1
0.485879261524098,0.8406603573101747,1
0.6357211140600283,0.6729653366970723,1
0.8436542783565306,0.5722418494911219,1
0.782134786027413,0.5509556947008288,1
0.8169936901322123,0.655416303452183,1
0.48044496630835354,0.644409953833318,1
0.4415609665397015,0.7330735381331164,1
0.36673295139983697,0.6460568704371186,1
0.8724267397486571,0.843822543067965,1
0.4841357071588882,0.7701163278439409,1
0.3826579728405837,0.5545430604600372,1
0.33213169729222364,0.7295379594133015,1
0.8115337143641594,0.5464923712560538,1
0.5192953768824105,0.781241238019469,1
0.8216488488719706,0.7874666909958835,1
0.7561274032647681,0.700239005906206,1
0.7996385328237903,0.6379838922533121,1
0.48977854952378747,0.6500259593044957,1
0.8636060986420424,0.6449618143375937,1
0.7750650291314387,0.6049843452809143,1
0.7433780883574296,0.56567486830798,1
0.492788402292527,0.6560089972429318,1
0.5028946128914351,0.7854170312889709,1
0.7088133364056376,0.4532008380251584,1
0.9047369688288146,0.8489783585683692,1
0.45541658047377276,0.7201859923890336,1
0.4367751515260517,0.4593010974687278,1
0.4718042930700685,0.6733377175852663,1
0.7681463239821759,0.5365331910741596,1
0.45333972925999,0.9614964218480053,1
0.44682473966203695,0.8251485274788983,1
0.48990159604229333,1.0,1
0.41665040856344937,0.7378085333347575,1
0.36874214505654035,0.840071159066733,1
0.7780671108407508,0.755992004523316,1
0.37485391724801864,0.7758306523951697,1
0.8339451840759264,0.7453336136725943,1
0.6983654648691633,0.5105720259196468,1
0.5983214530613469,0.4618345284666668,1
0.5004204840553065,0.7790993316754888,1
0.7731963597605983,0.737514237835186,1
0.8276038952098539,0.6264401547859488,1
0.7590193997097598,0.750924940112672,1
0.426648602385162,0.6952882754897977,1
0.8683514595508457,0.7433982404567062,1
0.5262529515615205,0.7036067049330743,1
0.775586453935164,0.4990959494804508,1
0.3391168027758869,0.6311106263882976,1
0.535946090974692,0.8328785761229813,1
0.8491629015259081,0.4694946739497887,1
0.37599568418701035,0.6667566062944126,1
0.48741930711934217,0.7988864182782651,1
