source,sampling_method,mode,sampling_fraction,sample_fraction,threshold,fake_hit_threshold,speedup,speedup_pvalue,delta_mae_vs_baseline,delta_accuracy_vs_baseline,final_test_mae_mean,final_test_mae_std,final_test_accuracy_mean,final_test_accuracy_std,total_time_sec_mean,total_time_sec_std,mae_pvalue
baseline,,baseline_simple,,1.0,,,1.0,,0.0,0.0,0.3903453136011275,0.019821227759790908,0.6096546863988724,0.019821227759790942,36.8905143737793,7.971912280028955,
FEC,farthest_point,fec_simple_farthest_point,0.1,0.1,0.0,0.0,1.4920915547754399,3.345982732946944e-09,-0.018367194666947195,0.01836719466694725,0.3719781189341803,0.0069054360665265066,0.6280218810658197,0.0069054360665265005,24.724028666814167,4.807912628293509,3.618824778891323e-05
FEC,farthest_point,fec_simple_farthest_point,0.2,0.2,0.0,0.0,1.5101295645385349,3.93190435848879e-09,-0.017520185667476595,0.017520185667476706,0.3728251279336509,0.0082487550712812,0.6271748720663491,0.00824875507128121,24.428708132108053,5.652263711687588,8.354027017187253e-05
FEC,farthest_point,fec_simple_farthest_point,0.3,0.3,0.0,0.0,1.4254532425163653,5.74493006129349e-08,-0.018614238958459484,0.018614238958459484,0.371731074642668,0.007615724937365566,0.6282689253573319,0.007615724937365566,25.87984879016876,5.38981264196527,3.265700186458409e-05
FEC,farthest_point,fec_simple_farthest_point,0.4,0.4,0.0,0.0,1.3622240182331464,7.905298822947183e-07,-0.018420132729414118,0.018420132729414118,0.3719251808717134,0.005988764146319731,0.6280748191282866,0.005988764146319678,27.081092302004496,5.624959506022155,3.154772472029122e-05
FEC,farthest_point,fec_simple_farthest_point,0.5,0.5,0.0,0.0,1.286862911526228,1.3424737033678213e-05,-0.05275085516284039,0.05275085516284039,0.3375944584382871,0.005344241934958521,0.6624055415617128,0.005344241934958538,28.667011880874632,5.328101363275425,2.4381150236120166e-15
FEC,kmeans,fec_simple_kmeans,0.1,0.1,0.0,0.0,1.2760556232286469,2.873516068424581e-05,-0.01884363722914939,0.0188436372291495,0.3715016763719781,0.006510425189285111,0.6284983236280219,0.006510425189285132,28.909801189104716,5.735776355041898,2.3907695534137463e-05
FEC,kmeans,fec_simple_kmeans,0.2,0.2,0.0,0.0,1.2305899912456792,0.0001818267288362146,-0.018949513354083236,0.018949513354083347,0.37139580024704427,0.005988764146319735,0.6286041997529558,0.005988764146319735,29.977908674875895,5.632009541289529,2.0919030592382632e-05
FEC,kmeans,fec_simple_kmeans,0.3,0.3,0.0,0.0,1.1786505432052228,0.0010668845121144983,-0.016937866980340555,0.01693786698034061,0.37340744662078695,0.005743203745791762,0.626592553379213,0.005743203745791767,31.298941477139792,4.721987220061242,9.651273950920593e-05
FEC,kmeans,fec_simple_kmeans,0.4,0.4,0.0,0.0,1.2620503441013986,6.781601141209104e-05,-0.01725549535514198,0.017255495355142036,0.3730898182459855,0.007472438741300091,0.6269101817540145,0.007472438741300088,29.230620272954305,6.1068833487808964,9.170554870900928e-05
FEC,kmeans,fec_simple_kmeans,0.5,0.5,0.0,0.0,1.2364769386191998,7.818153574972163e-05,-0.0529607628034785,0.0529607628034785,0.337384550797649,0.006330064130483623,0.6626154492023509,0.006330064130483606,29.835181895891825,4.664092495805424,1.3320749490533049e-15
FEC,kmedoids,fec_simple_kmedoids,0.1,0.1,0.0,0.0,1.1825089544770868,0.001581010382188841,-0.018014274250501117,0.018014274250501172,0.3723310393506264,0.007050021486383277,0.6276689606493736,0.00705002148638328,31.196816086769104,5.900868155488544,4.841238201752396e-05
