duration,wage increase first year,wage increase second year,wage increase third year,cost of living adjustment,working hours,pension,standby pay,shift differential,education allowance,statutory holidays,vacation,longterm disability assistance,contribution to dental plan,bereavement assistance,contribution to health plan,target
0.6666666666666667,0.6470588235294119,0.6,0.7777777777777778,0.0,0.875,0.0,1.0000000000000002,0.9999999999999999,0.0,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,1.0,0.6666666666666667,1
0.3333333333333333,0.5882352941176472,0.4666666666666667,1.0,1.0,0.625,0.0,1.0000000000000002,0.9999999999999999,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666667,1
0.0,0.7058823529411766,1.0,1.0,0.3333333333333333,0.875,0.33333333333333326,1.0000000000000002,0.7,0.0,0.1666666666666667,1.0,1.0,0.33333333333333326,0.0,0.0,1
0.6666666666666667,0.3529411764705883,0.26666666666666666,0.7777777777777778,0.6666666666666666,1.0,0.0,1.0000000000000002,0.9999999999999999,0.9999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,1
0.3333333333333333,0.1176470588235295,0.13333333333333336,1.0,0.0,0.875,0.6666666666666665,1.0000000000000002,0.9999999999999999,0.0,0.1666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0
0.0,0.05882352941176472,1.0,1.0,0.6666666666666666,0.875,0.9999999999999998,0.5714285714285715,0.6,0.49999999999999994,0.8333333333333335,0.6666666666666667,1.0,0.6666666666666666,0.0,1.0,0
0.6666666666666667,0.5294117647058825,0.4,0.7777777777777778,0.0,0.875,0.0,1.0000000000000002,0.9999999999999999,0.0,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,1.0,0.6666666666666667,1
0.3333333333333333,0.5294117647058825,0.4,1.0,1.0,1.0,0.0,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.0,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1
0.0,0.17647058823529416,1.0,1.0,0.0,0.25,0.0,1.0000000000000002,0.39999999999999997,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,1
0.3333333333333333,0.9411764705882355,0.6666666666666666,1.0,0.0,1.0,0.0,1.0000000000000002,0.9999999999999999,0.0,0.1666666666666667,0.0,1.0,0.33333333333333326,0.0,0.0,1
0.6666666666666667,0.0,0.06666666666666665,0.0,0.0,0.5,0.33333333333333326,1.0000000000000002,0.9999999999999999,0.0,0.0,0.33333333333333337,0.0,0.0,1.0,1.0,0
0.0,0.41176470588235303,1.0,1.0,0.3333333333333333,1.0,0.6666666666666665,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.1666666666666667,0.33333333333333337,0.5,1.0,0.5,1.0,0
0.3333333333333333,0.6470588235294119,0.26666666666666666,1.0,0.3333333333333333,0.5,0.0,1.0000000000000002,0.7999999999999999,0.49999999999999994,0.1666666666666667,0.6666666666666667,1.0,0.33333333333333326,1.0,0.33333333333333337,1
0.0,0.23529411764705888,1.0,1.0,0.3333333333333333,0.375,0.0,1.0000000000000002,0.19999999999999996,0.49999999999999994,0.1666666666666667,1.0,0.0,0.0,0.0,0.0,1
0.3333333333333333,0.5294117647058825,0.26666666666666666,1.0,0.3333333333333333,0.5,0.33333333333333326,1.0000000000000002,0.9999999999999999,0.0,0.1666666666666667,0.33333333333333337,0.0,0.33333333333333326,1.0,0.0,1
0.6666666666666667,0.2941176470588236,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.375,0.0,1.0000000000000002,0.6,0.0,0.5,1.0,0.0,0.0,1.0,0.33333333333333337,1
0.0,0.0,1.0,1.0,0.3333333333333333,0.625,0.6666666666666665,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.1666666666666667,0.33333333333333337,0.5,1.0,0.5,1.0,0
