Refractive Index,Sodium,Magnesium,Aluminum,Silicon,Potassium,Calcium,Barium,Iron,target
0.2722681359045003,0.6537530266343825,0.6391982182628063,0.49180327868852447,0.6530172413793105,0.5,0.21405049396267825,0.0,0.0,0
0.2075298438934746,0.5351089588377723,0.8040089086859687,0.5300546448087431,0.6336206896551718,0.5090909090909091,0.16684961580680563,0.0,0.0,1
0.23875114784205204,0.5544794188861984,0.7884187082405345,0.7650273224043714,0.6293103448275865,0.4909090909090909,0.14928649835345764,0.0,0.1891891891891892,0
0.2263544536271763,0.7239709443099276,0.8195991091314032,0.8306010928961747,0.4849137931034482,0.5818181818181818,0.0878155872667398,0.0,0.0,1
0.2442607897153358,0.5108958837772397,0.779510022271715,0.46448087431693974,0.7456896551724124,0.5090909090909091,0.1613611416026345,0.0,0.0,0
0.25849403122129594,0.6004842615012109,0.6258351893095768,0.5464480874316939,0.683189655172414,0.4636363636363636,0.21295279912184403,0.0,0.24324324324324323,0
0.2460973370064202,0.50363196125908,0.7951002227171492,0.5792349726775956,0.6918103448275847,0.5636363636363636,0.1657519209659714,0.0,0.0,0
0.2745638200183608,0.6537530266343825,0.8864142538975501,0.4863387978142075,0.57758620689655,0.5272727272727272,0.11745334796926454,0.0,0.0,1
0.8769513314967848,0.0,0.0,0.989071038251366,0.0,0.5272727272727272,0.6827661909989023,0.9999999999999999,0.7567567567567569,1
0.20523415977961398,0.5133171912832929,0.7817371937639198,0.6284153005464479,0.6896551724137936,0.6181818181818182,0.1262349066959385,0.019047619047619046,0.6756756756756758,1
0.3301193755739136,0.7046004842615015,0.7884187082405345,0.2513661202185792,0.612068965517242,0.14545454545454545,0.19868276619099892,0.047619047619047616,0.6486486486486487,0
0.2621671258034851,0.48426150121065387,0.7639198218262807,0.49180327868852447,0.6767241379310345,0.5636363636363636,0.18441273326015362,0.0,0.8108108108108107,0
0.23186409550046005,0.6416464891041165,0.779510022271715,0.4699453551912567,0.6551724137931016,0.45454545454545453,0.14818880351262342,0.0,0.0,0
0.16161616161616082,0.6198547215496366,0.7683741648106904,0.5027322404371584,0.6314655172413777,0.5090909090909091,0.16355653128430295,0.0,0.0,0
0.43021120293847187,0.5786924939467311,0.7973273942093542,0.33333333333333326,0.5150862068965518,0.20909090909090908,0.30076838638858394,0.0,0.43243243243243246,0
0.4623507805325915,0.8958837772397095,0.0,0.3879781420765026,0.6163793103448274,0.09090909090909088,0.48737650933040605,0.0,0.21621621621621623,1
0.6997245179063353,0.07021791767554464,0.0,0.2513661202185792,0.7047413793103439,0.0,0.8649835345773875,0.0,0.0,1
0.248393021120291,0.5859564164648912,0.8040089086859687,0.41530054644808734,0.7392241379310327,0.5181818181818181,0.12733260153677278,0.0,0.0,0
0.1634527089072452,0.48184019370460063,0.7706013363028953,0.6939890710382512,0.7306034482758621,0.6090909090909091,0.110867178924259,0.0,0.6486486486486487,0
0.41873278236913836,0.8692493946731237,0.8685968819599109,0.29508196721311464,0.3642241379310339,0.0,0.26454445664105375,0.0,0.0,0
0.20202020202020102,0.6489104116222761,0.755011135857461,0.540983606557377,0.6099137931034478,0.4727272727272727,0.17233809001097694,0.0,0.0,0
0.18916437098254907,0.5496368038740921,0.7973273942093542,0.6830601092896174,0.6508620689655162,0.5545454545454545,0.10537870472008767,0.0,0.0,1
0.21028466483011138,0.6222760290556902,0.8106904231625836,0.6775956284153004,0.5862068965517238,0.5909090909090909,0.10428100987925346,0.0,0.7837837837837838,1
0.28879706152433116,0.6101694915254238,0.8374164810690423,0.5628415300546448,0.5581896551724145,0.5272727272727272,0.1470911086717892,0.0,0.0,1
0.24747474747473858,0.6440677966101697,0.8151447661469934,0.49180327868852447,0.6422413793103456,0.5181818181818181,0.13062568605927544,0.0,0.2972972972972973,0
0.25895316804407215,0.7046004842615015,0.8129175946547884,0.19672131147540978,0.6874999999999993,0.05454545454545451,0.20307354555433582,0.0,0.0,0
0.7171717171717187,0.4624697336561745,0.0,0.20765027322404367,0.47629310344827447,0.05454545454545451,0.8035126234906695,0.0,0.0,1
0.2066115702479324,0.583535108958838,0.7683741648106904,0.80327868852459,0.5754310344827589,0.5454545454545454,0.14270032930845228,0.0,0.45945945945945954,0
0.6652892561983449,0.12106537530266342,0.0,0.262295081967213,0.7327586206896533,0.0,0.8342480790340285,0.0,0.0,1
0.28971533516987336,0.6489104116222761,0.8663697104677061,0.5683060109289617,0.5538793103448261,0.4636363636363636,0.13172338090010965,0.0,0.0,1
0.2653810835628981,0.6004842615012109,0.7750556792873051,0.6120218579234971,0.6099137931034478,0.5363636363636363,0.14818880351262342,0.0,0.0,0
0.31359044995408264,0.6900726392251817,0.7461024498886415,0.5136612021857923,0.4892241379310336,0.5363636363636363,0.20087815587266736,0.0,0.0,0
0.1827364554637231,0.7723970944309928,0.7839643652561248,0.5245901639344261,0.6616379310344812,0.3363636363636363,0.09440175631174536,0.0,0.3783783783783784,1
0.17401285583103654,0.5714285714285714,0.7839643652561248,0.6885245901639343,0.6594827586206901,0.6181818181818182,0.10647639956092211,0.0,0.24324324324324323,1
0.17309458218549434,0.5157384987893461,0.7839643652561248,0.9999999999999998,0.6142241379310331,0.6272727272727272,0.09769484083424802,0.0,0.0,1
0.18135904499540473,0.6513317191283293,0.7572383073496659,0.5081967213114753,0.6206896551724127,0.5363636363636363,0.13611416026344675,0.0,0.0,0
0.242424242424231,0.35593220338983034,0.7238307349665924,0.47540983606557363,0.8060344827586194,0.5636363636363636,0.19978046103183314,0.0,0.6486486486486487,1
0.24747474747473858,0.6658595641646491,0.8329621380846326,0.4808743169398906,0.6853448275862052,0.5363636363636363,0.10428100987925346,0.0,0.0,0
0.49816345270890033,0.6246973365617435,0.7973273942093542,0.2896174863387977,0.4698275862068949,0.10909090909090907,0.33918770581778257,0.0,0.08108108108108107,0
0.32644628099173456,0.5980629539951573,0.7416481069042317,0.540983606557377,0.5495689655172407,0.5454545454545454,0.22612513721185512,0.0,0.2972972972972973,0
0.27134986225894786,0.5496368038740921,0.8463251670378619,0.4316939890710382,0.7025862068965496,0.5090909090909091,0.14270032930845228,0.0,0.32432432432432434,1
0.3227731864095454,0.8014527845036319,0.7973273942093542,0.5901639344262294,0.4892241379310336,0.5090909090909091,0.1339187705817783,0.0,0.0,0
0.17125803489438957,0.5786924939467311,0.7594654788418709,0.7049180327868851,0.7435344827586212,0.0636363636363636,0.14379802414928652,0.0,0.5135135135135135,1
0.27685950413223165,0.7239709443099276,0.0,0.14754098360655737,1.0,0.0,0.42919868276619094,0.0,0.0,1
0.4416896235078054,0.7312348668280872,0.22494432071269488,0.5846994535519126,0.5129310344827576,0.3,0.4456641053787047,0.0,0.0,1
0.25068870523415154,0.50363196125908,0.7884187082405345,0.5136612021857923,0.7392241379310327,0.5272727272727272,0.14379802414928652,0.0,0.0,0
0.4058769513314966,0.7167070217917675,0.799554565701559,0.45355191256830596,0.46336206896551535,0.08181818181818179,0.25466520307354557,0.0,0.0,0
0.21763085399448973,0.46973365617433416,0.6414253897550111,0.7759562841530053,0.7327586206896533,0.6636363636363636,0.1602634467618001,0.0,0.0,1
0.3186409550045902,0.7651331719128331,0.7861915367483296,0.5628415300546448,0.43103448275862066,0.4636363636363636,0.18660812294182205,0.034920634920634915,0.0,0
0.17355371900826036,0.6101694915254238,0.7683741648106904,0.622950819672131,0.7241379310344825,0.5545454545454545,0.08562019758507135,0.0,0.0,1
0.22773186409549467,0.5230024213075062,0.8062360801781737,0.6994535519125682,0.6788793103448256,0.5545454545454545,0.11306256860592745,0.0,0.0,1
0.16253443526170303,0.6077481840193706,0.7772828507795101,0.6448087431693987,0.741379310344827,0.34545454545454546,0.10428100987925346,0.0,0.0,1
0.3498622589531677,0.745762711864407,0.7973273942093542,0.5628415300546448,0.411637931034482,0.10909090909090907,0.1745334796926454,0.21904761904761902,0.0,0
1.0,0.38014527845036333,0.0,0.3879781420765026,0.07543103448275745,0.10909090909090907,1.0,0.0,0.6486486486486487,1
0.2874196510560128,0.5326876513317191,0.8329621380846326,0.448087431693989,0.5323275862068962,0.5818181818181818,0.2063666300768387,0.0,0.5945945945945946,1
0.17171717171716577,0.520581113801453,0.7639198218262807,0.6065573770491801,0.7478448275862065,0.6272727272727272,0.10647639956092211,0.0,0.6486486486486487,0
0.17355371900826036,0.5714285714285714,0.799554565701559,0.6721311475409835,0.7090517241379292,0.6090909090909091,0.08232711306256857,0.0,0.0,1
0.19008264462809127,0.47941888619854744,0.7416481069042317,0.6557377049180326,0.7478448275862065,0.6090909090909091,0.12733260153677278,0.0,0.0,1
0.17217630853994195,0.6077481840193706,0.7438752783964365,0.6448087431693987,0.7090517241379292,0.3545454545454545,0.12513721185510432,0.0,0.0,1
0.2796143250688684,0.5181598062953994,0.7750556792873051,0.5464480874316939,0.6767241379310345,0.5454545454545454,0.14818880351262342,0.0,0.0,0
0.25390266299356457,0.4430992736077483,0.7839643652561248,0.622950819672131,0.7198275862068971,0.5181818181818181,0.1602634467618001,0.0,0.0,0
0.43939393939394483,0.6731234866828087,0.8596881959910914,0.32240437158469937,0.42672413793103525,0.20909090909090908,0.2700329308452249,0.0,0.2972972972972973,0
