state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,number customer service calls,target
0.31999999999999995,0.5247933884297521,0.06862745098039216,0.5691138227645529,0.0,1.0,0.4807692307692307,0.7541963015647227,0.6666666666666666,0.7541834002677377,0.5427550178718724,0.5823529411764705,0.5428663862827565,0.619493670886076,0.52,0.6195835678109173,0.5,0.14999999999999997,0.49999999999999994,0.1111111111111111,0
0.7,0.4380165289256198,0.06862745098039216,0.4602920584116823,0.0,1.0,0.5,0.45974395448079663,0.7454545454545454,0.45967202141900937,0.5375309320868847,0.6058823529411764,0.5376900679391784,0.6440506329113924,0.5885714285714286,0.6443444006752954,0.6849999999999999,0.14999999999999997,0.6851851851851851,0.1111111111111111,0
0.62,0.5619834710743802,0.06862745098039216,0.32326465293058615,0.0,0.0,0.0,0.6924608819345661,0.6909090909090909,0.6924364123159304,0.33324168270552657,0.6470588235294117,0.3332254933678422,0.41164556962025317,0.5942857142857143,0.4119302194710186,0.61,0.24999999999999997,0.6092592592592592,0.0,0
0.7,0.3429752066115702,0.0,0.5021004200840168,1.0,0.0,0.0,0.851778093883357,0.4303030303030303,0.8517402945113789,0.17019521583722852,0.5176470588235293,0.17017146554513107,0.49848101265822786,0.5085714285714287,0.4985931344963421,0.32999999999999996,0.35,0.3296296296296296,0.2222222222222222,0
0.72,0.30578512396694213,0.06862745098039216,0.031006201240248055,1.0,0.0,0.0,0.47425320056899006,0.6848484848484848,0.4742302543507363,0.4077536431124553,0.7176470588235293,0.4079585894532514,0.47316455696202536,0.6914285714285715,0.47326955543050087,0.505,0.14999999999999997,0.5055555555555555,0.33333333333333337,0
0.019999999999999962,0.4834710743801653,1.0000000000000002,0.671134226845369,1.0,0.0,0.0,0.6355618776671409,0.5939393939393939,0.6355421686746988,0.6065438548254055,0.5941176470588234,0.6065998058880622,0.5162025316455696,0.6742857142857144,0.5166010129431626,0.315,0.3,0.31481481481481477,0.0,0
0.37999999999999995,0.49586776859504134,1.0000000000000002,0.3032606521304261,0.0,1.0,0.4615384615384615,0.6207681365576102,0.5333333333333333,0.6206492637215529,0.958207313720099,0.6352941176470588,0.9582659333549015,0.5382278481012658,0.6742857142857144,0.5385481148002251,0.375,0.35,0.37592592592592583,0.33333333333333337,0
0.48,0.6033057851239669,0.06862745098039216,0.023204640928185583,1.0,0.0,0.0,0.4466571834992888,0.47878787878787876,0.44661981258366806,0.2834753918064339,0.5529411764705882,0.2834034293109027,0.5362025316455696,0.5485714285714286,0.5362971299943725,0.355,0.3,0.3555555555555555,0.0,0
0.36,0.47933884297520657,0.0,0.08501700340068014,0.0,0.0,0.0,0.5248933143669986,0.5878787878787879,0.5249330655957163,0.9667308221061315,0.4705882352941176,0.9670009705596896,0.5463291139240507,0.5142857142857143,0.5464265616207091,0.43499999999999994,0.19999999999999998,0.4351851851851851,0.1111111111111111,0
0.98,0.5785123966942148,0.06862745098039216,0.03260652130426084,1.0,1.0,0.7115384615384616,0.7357041251778095,0.509090909090909,0.7356091030789826,0.6103931811932911,0.6529411764705881,0.6104820446457458,0.8263291139240506,0.5542857142857144,0.8266741699493528,0.5599999999999999,0.24999999999999997,0.5592592592592592,0.0,0
0.29999999999999993,0.2644628099173554,0.06862745098039216,0.02000400080016007,0.0,0.0,0.0,0.3672830725462305,0.8303030303030302,0.3673025435073628,0.6282650536156172,0.488235294117647,0.6282756389517956,0.528607594936709,0.6342857142857143,0.5289814293753518,0.635,0.3,0.6351851851851851,0.4444444444444444,1
0.78,0.30165289256198347,0.06862745098039216,0.18323664732946587,0.0,0.0,0.0,0.5339971550497866,0.7696969696969697,0.5339692101740295,0.4492713775089359,0.8705882352941176,0.44936913620187646,0.49620253164556966,0.5371428571428571,0.4963421496904896,0.45499999999999996,0.24999999999999997,0.4555555555555555,0.0,0
0.23999999999999994,0.6900826446280992,0.0,0.370874174834967,0.0,0.0,0.0,0.3664295874822191,0.5818181818181818,0.36646586345381527,0.2884245257080011,0.41764705882352937,0.2885797476544808,0.3572151898734177,0.7314285714285715,0.35734383792909397,0.5599999999999999,0.09999999999999998,0.5592592592592592,0.1111111111111111,0
0.52,0.3884297520661157,1.0000000000000002,0.7019403880776155,0.0,0.0,0.0,0.4455192034139403,0.5333333333333333,0.4454484605087015,0.6807808633489139,0.4411764705882353,0.6810093820769978,0.4868354430379747,0.6571428571428573,0.48677546426561624,0.615,0.24999999999999997,0.6148148148148147,0.33333333333333337,0
0.23999999999999994,0.25206611570247933,0.06862745098039216,0.41308261652330464,0.0,0.0,0.0,0.3433854907539119,0.4242424242424242,0.34337349397590367,0.8446521858674731,0.44705882352941173,0.8447104496926562,0.5139240506329115,0.5657142857142857,0.5143500281373101,0.655,0.3,0.6555555555555554,0.4444444444444444,0
0.6799999999999999,0.6611570247933884,0.06862745098039216,0.2536507301460292,0.0,0.0,0.0,0.9470839260312944,0.406060606060606,0.946954484605087,0.8737970855100358,0.5705882352941176,0.8738272403752831,0.4065822784810127,0.7314285714285715,0.40686550365785035,0.27,0.44999999999999996,0.2703703703703703,0.4444444444444444,1
0.25999999999999995,0.34710743801652894,0.0,0.2436487297459492,0.0,1.0,0.5192307692307692,0.5587482219061167,0.8424242424242424,0.5587349397590362,0.7723398405279076,0.5294117647058822,0.772565512779036,0.22607594936708858,0.4285714285714286,0.22622397298818236,0.6900000000000001,0.19999999999999998,0.6907407407407407,0.1111111111111111,0
0.9199999999999999,0.38016528925619836,1.0000000000000002,0.6105221044208842,0.0,0.0,0.0,0.5425320056899005,0.6909090909090909,0.5425033467202143,0.5999450096233159,0.6529411764705881,0.6001294079585895,0.3281012658227848,0.6914285714285715,0.3280810354530107,0.40499999999999997,0.14999999999999997,0.4055555555555555,0.33333333333333337,0
0.9,0.3099173553719008,1.0000000000000002,0.3060612122424485,0.0,1.0,0.6346153846153846,0.5396870554765292,0.39999999999999997,0.5396586345381527,0.5850976079186143,0.38235294117647056,0.5852474927208023,0.4194936708860759,0.6171428571428572,0.41980866629150254,0.5,0.24999999999999997,0.49999999999999994,0.1111111111111111,0
0.8600000000000001,0.2975206611570248,0.06862745098039216,0.47489497899579913,0.0,0.0,0.0,0.6384068278805122,0.5454545454545454,0.6383868808567604,0.43854825405554027,0.5176470588235293,0.4386929796182466,0.48810126582278485,0.42285714285714293,0.4884637028700056,0.65,0.09999999999999998,0.6499999999999999,0.1111111111111111,0
0.17999999999999994,0.6033057851239669,0.06862745098039216,0.7213442688537708,0.0,0.0,0.0,0.4412517780938834,0.7090909090909091,0.4412650602409639,0.6590596645587021,0.5470588235294117,0.6590100291167907,0.528607594936709,0.76,0.5289814293753518,0.53,0.19999999999999998,0.5296296296296296,0.0,0
0.09999999999999992,0.31404958677685946,0.0,0.6905381076215243,0.0,0.0,0.0,0.1775248933143671,0.5393939393939393,0.17754350736278446,0.46714324993126205,0.7117647058823529,0.4671627305079263,0.5306329113924051,0.36571428571428577,0.5306696679797411,0.28500000000000003,0.3,0.28518518518518515,0.5555555555555556,1
0.05999999999999989,0.5330578512396694,0.06862745098039216,0.3236647329465893,0.0,0.0,0.0,0.5206258890469417,0.6787878787878787,0.5205823293172691,0.20043992301347263,0.5823529411764705,0.20058233581365253,0.4602531645569621,0.4457142857142858,0.4603263927968486,0.475,0.95,0.4759259259259258,0.0,0
0.8,0.45454545454545453,0.06862745098039216,0.23724744948989795,0.0,0.0,0.0,0.31408250355618783,0.6242424242424243,0.3140896921017403,0.37750893593621115,0.6,0.3775477191847299,0.48,0.6000000000000001,0.4800225098480585,0.385,0.3,0.38518518518518513,0.2222222222222222,0
0.9,0.5413223140495868,1.0000000000000002,0.1690338067613522,0.0,0.0,0.0,0.2307254623044097,0.5212121212121212,0.230756358768407,0.6741820181468242,0.4235294117647058,0.6742154642510515,0.6000000000000001,0.6571428571428573,0.6004501969611705,0.515,0.09999999999999998,0.5148148148148147,0.0,0
0.58,0.7148760330578512,0.06862745098039216,0.036407281456291296,0.0,0.0,0.0,0.3536273115220484,0.4606060606060606,0.35358099062918347,0.7618916689579324,0.6588235294117646,0.7618893561954061,0.6346835443037975,0.6571428571428573,0.634777715250422,0.7749999999999999,0.24999999999999997,0.7759259259259259,0.33333333333333337,0
1.0,0.23140495867768596,0.0,0.3168633726745349,0.0,1.0,0.75,0.6059743954480797,0.6969696969696969,0.6059236947791166,0.5254330492163871,0.6588235294117646,0.5253963118731803,0.46253164556962023,0.6571428571428573,0.46257737760270123,0.475,0.14999999999999997,0.4759259259259258,0.0,0
0.52,0.2190082644628099,0.0,0.9607921584316863,0.0,0.0,0.0,0.38207681365576107,0.4424242424242424,0.3820281124497992,0.42755017871872425,0.588235294117647,0.4276933031381431,0.2584810126582278,0.3885714285714286,0.2583005064715813,0.7349999999999999,0.19999999999999998,0.7351851851851852,0.33333333333333337,0
0.48,0.07851239669421484,0.06862745098039216,0.2710542108421684,0.0,0.0,0.0,0.5405405405405406,0.6606060606060605,0.5404953145917001,0.7099257629914765,0.4941176470588235,0.7101261727596248,0.45949367088607596,0.582857142857143,0.4597636465953855,0.315,0.3,0.31481481481481477,0.0,0
0.21999999999999997,0.19834710743801653,1.0000000000000002,0.8799759951990398,0.0,0.0,0.0,0.33940256045519207,0.7090909090909091,0.33935742971887556,0.5914215012372834,0.6411764705882352,0.5913943707538014,0.4524050632911392,0.5142857142857143,0.4524479459763646,0.5549999999999999,0.04999999999999999,0.5555555555555555,0.1111111111111111,0
0.27999999999999997,0.5826446280991735,0.06862745098039216,0.9405881176235247,0.0,0.0,0.0,0.24125177809388337,0.5757575757575757,0.24129852744310581,0.37585922463568877,0.3705882352941176,0.3759301197023617,0.6341772151898735,0.8457142857142859,0.6342149690489589,0.71,0.3,0.7092592592592593,0.2222222222222222,0
0.6,0.30578512396694213,1.0000000000000002,0.4476895379075815,0.0,0.0,0.0,0.6432432432432432,0.6363636363636364,0.643239625167336,0.5540280450921089,0.6294117647058823,0.5541895826593336,0.6232911392405063,0.56,0.6235227912211593,0.515,0.24999999999999997,0.5148148148148147,0.1111111111111111,0
0.36,0.7066115702479339,0.0,0.5751150230046009,0.0,0.0,0.0,0.6031294452347085,0.7333333333333333,0.603078982597055,0.08578498762716524,0.676470588235294,0.08573277256551282,0.7425316455696204,0.4457142857142858,0.7428249859313449,0.63,0.5,0.6296296296296295,0.33333333333333337,0
0.05999999999999989,0.045454545454545414,0.0,0.34466893378675734,0.0,0.0,0.0,0.710099573257468,0.7151515151515151,0.7100066934404284,0.6939785537530933,0.7,0.6939501779359432,0.7093670886075949,0.5142857142857143,0.7096229600450197,0.5900000000000001,0.14999999999999997,0.5907407407407407,0.1111111111111111,1
0.72,0.23140495867768596,0.0,0.7083416683336667,0.0,1.0,0.4807692307692307,0.5029871977240399,0.5696969696969697,0.5030120481927711,0.5361561726697828,0.4411764705882353,0.5363959883532837,0.540506329113924,0.6628571428571429,0.5407990996060776,0.41500000000000004,0.19999999999999998,0.4148148148148148,0.0,0
0.19999999999999996,0.29338842975206614,0.06862745098039216,0.36287257451490296,0.0,1.0,0.7115384615384616,0.6258890469416786,0.48484848484848486,0.6258366800535475,0.5974704426725324,0.6,0.5975412487868004,0.38683544303797474,0.4057142857142858,0.3871693866066404,0.7349999999999999,0.3,0.7351851851851852,0.33333333333333337,0
