FLength,FWidth,FSize,FConc,FConc1,FAsym,FM3Long,FM3Trans,FAlpha,FDist,target
0.07430640494583862,0.06241506814050908,0.20804257835600234,0.4303898170246619,0.2932286264631797,0.4700317512307909,0.620576003199433,0.5124930751010317,0.44546666666666657,0.16306640144501558,0
0.08281490844772635,0.04572668908113674,0.1706682436428149,0.5877940675076714,0.5586012742628538,0.4686493860370468,0.6237557906406056,0.5079442233575125,0.07067666666666667,0.4126791702813637,0
0.478240704954781,0.5305793698465571,0.6268184506209346,0.02761677463348111,0.02726329826640983,0.5562147972118074,0.4682012485506953,0.4165404824992217,0.8551111111111109,0.5169260886172652,0
0.05921213967538011,0.037338034651418585,0.11744529863985806,0.6837140584157291,0.5806786190546747,0.4695577670301352,0.5706299410104524,0.5152187049654734,0.11610000000000001,0.2335817223653714,0
0.2147744650925223,0.12060324047710058,0.36067415730337077,0.34515285827935,0.27100311157208473,0.4378700309575468,0.6320502858265464,0.5903733988479976,0.05164444444444444,0.7185816738097397,0
0.14350237273544345,0.08249487093477702,0.2859846244825548,0.26014319809069214,0.1981034227292932,0.4924636802467931,0.657723280611681,0.559200530297551,0.04014444444444448,0.4791133903484353,0
0.13326512950391567,0.06769781029869491,0.32285629804849203,0.2725309694283442,0.22403319010223735,0.45151820130303544,0.6487897758467358,0.5612026264971975,0.05324444444444443,0.44065126050420167,0
0.06822262336178193,0.053667964209655895,0.18060319337670017,0.46653028753267417,0.3216772855237813,0.4719031999789383,0.617848416333246,0.5261639987172897,0.009022222222222265,0.477163072470899,0
0.2787238911951887,0.18143434406471592,0.6542578356002366,0.07364473235594954,0.05734182841902502,0.5500337412481823,0.7311486911968228,0.6457080402970145,0.05393333333333333,0.49960386697051706,0
0.12876397989047983,0.05928380307509887,0.18843879361324656,0.3689055574497102,0.283004889613276,0.46718068351289943,0.6589307859484546,0.516437383488656,0.0875,0.20427435226787172,0
0.17730904064493544,0.11666341630847718,0.411531638083974,0.2663939083986817,0.18639798488664985,0.4104019835130543,0.682975121952075,0.5953811021094987,0.11016000000000001,0.651073160388963,0
0.04417395310910949,0.06420107495846042,0.14701360141927852,0.5854074326628026,0.4341383908727219,0.4675408418160728,0.5704952280385404,0.48986158497683846,0.12734444444444443,0.32687125312374554,0
0.12533923826932028,0.08857876137950402,0.32607924305144886,0.23661779747698605,0.1795821603200474,0.4254121929991652,0.5457582077561693,0.4966440325841611,0.004246666666666676,0.35804194559179603,0
0.08759887660714749,0.04862080801304304,0.1638675340035482,0.5188089555631322,0.3569417691509853,0.4267329024984397,0.5432437410213277,0.5125511444456802,0.4658777777777777,0.08112634499100096,0
0.17028071180547663,0.12912801990779382,0.3705204021289178,0.5168769178315717,0.3646466143132316,0.4570614063615513,0.5225451279685528,0.6084998484753039,0.09213333333333334,0.7511665490541364,0
0.07635979490350676,0.08759624310599028,0.20239503252513308,0.3348107739515854,0.2573714624388798,0.4607628774257692,0.6217907002443426,0.5678922668483408,0.5337377777777778,0.43061440677966106,0
0.09666937966343686,0.06898495214172601,0.29707273802483747,0.31071712694624387,0.23529411764705882,0.43859896193878795,0.5486927754906585,0.563117877918017,0.0028222222222222815,0.3847475430850307,0
0.12733806516345428,0.06253481133620925,0.2466883500887049,0.3718604386862143,0.2840420803081938,0.49158724019432476,0.6404922987330314,0.5005805638274128,0.4300777777777777,0.15020037290725222,0
0.12663268600321015,0.07327737516674337,0.3785925487876996,0.2613933401522901,0.22240331901022373,0.4909095115088048,0.6417925946455101,0.561743656507383,0.0965111111111111,0.3631564721420155,0
0.12263321344615766,0.060988680952640976,0.20600236546422238,0.33822025230139785,0.2536672099570307,0.4568126541876315,0.6472618009791247,0.5659505731366546,0.03612222222222222,0.44615220895754304,0
0.26480909748146,0.2803699167648275,0.5638971023063276,0.07375838163427667,0.0632686323899837,0.3883296320558505,0.7087894951947109,0.6893497451818646,0.18468888888888887,0.5748408184537297,0
0.24785301923196423,0.08514131257264551,0.4191011235955056,0.25434708489601093,0.2458141946955104,0.3863215147981409,0.6833897853187416,0.484996721933647,0.022277777777777785,0.6095156090171046,0
0.26143710015505006,0.06970887191768532,0.3227971614429332,0.22627571314922154,0.1595791969180619,0.3876459991358523,0.7303949651026747,0.5725557018522826,0.022655555555555595,0.5477791463272521,0
0.04880393217811206,0.03528406830432714,0.11685393258426968,0.7078077054210705,0.5765298562750037,0.4647756274749389,0.6046800479213331,0.5284683665948837,0.47781333333333326,0.1312703529023319,0
0.251459637731571,0.10895850722749646,0.27897693672383206,0.3436754176610979,0.2671506889909616,0.42559454673288694,0.698940538606317,0.5043501457047999,0.04918333333333336,0.6903425276119695,0
0.31238717949883826,0.11364136327823326,0.4687167356593732,0.1345607455392659,0.10075566750629722,0.39761496028482796,0.7389806367643627,0.48178579826035656,0.0368,0.5917685255920551,0
0.06955850903397615,0.07520691780234182,0.20585452395032533,0.4067507671326287,0.3016743221217958,0.46552149683378163,0.6229120804910006,0.558959698060147,0.8615322222222221,0.20838539576076964,0
0.06797042075700191,0.07374542674602741,0.21785925487877003,0.47164450505739286,0.32760408949473996,0.45208791153482214,0.6147433524936808,0.5034557741019537,0.29867777777777776,0.12640872026776806,0
0.05844674114524841,0.03897543509294724,0.07930218805440564,0.6305261961586544,0.4979997036598014,0.472262971119195,0.5576441718221857,0.5123445316435155,0.2948088888888889,0.37207047688104516,0
0.09234828815966369,0.07499980497850862,0.1837965700768776,0.4017501988862371,0.2935249666617276,0.47260957872028714,0.553359492440813,0.5708768756203894,0.016900000000000026,0.21882890290168452,0
0.14004337763550967,0.10129377257373762,0.40748078060319337,0.20570519377201957,0.16743221217958215,0.4743088367612738,0.6504044020270091,0.48661799729718314,0.24967777777777775,0.2838853569162642,0
0.25201527159522696,0.10447925361374823,0.4381431105854524,0.3043527673599273,0.26048303452363314,0.4533619679026455,0.701848619805964,0.47129468973989863,0.004052222222222235,0.7495925373230958,0
0.09286936541641472,0.0622590509474144,0.26741573033707866,0.3564041368337311,0.26063120462290706,0.45851568706705503,0.6027088182620272,0.5648060367231573,0.10655555555555554,0.3104108939415521,0
0.0738947569442866,0.07458518928785951,0.2719101123595506,0.3717467894078873,0.28018965772707066,0.433227366843058,0.5412995241194103,0.5634748488447182,0.23063777777777777,0.400131585762194,0
0.2149851391433902,0.1235784883494161,0.3524837374334714,0.2033185589271508,0.14728107867832269,0.3869613983085626,0.6575326126423211,0.5605159046490992,0.017695555555555575,0.5697849632919425,0
0.24349221794306347,0.14223190395581592,0.5143701951507984,0.1434253892487783,0.10534894058379016,0.49592336806959014,0.7328575112129253,0.5756173043536196,0.19527777777777774,0.5205859693646334,0
0.12527042818364112,0.08116911483645498,0.32599053814311063,0.24195931355835895,0.17172914505852716,0.4427309581662725,0.6482281209820715,0.5098983605001949,0.04722222222222222,0.3324025488469656,0
0.10142212562539124,0.0949153996770444,0.32498521584861034,0.26673485623366294,0.22299599940731957,0.4490258400273801,0.6423254826776307,0.5694692124889533,0.2690666666666667,0.2636538436638137,0
0.102754980016278,0.06210849435607804,0.22155529272619753,0.3558358904420957,0.2458141946955104,0.45302774951488484,0.6277650802226271,0.5257028140559961,0.028577777777777758,0.3555190758892154,0
0.21019753344640013,0.13878509411737172,0.44707273802483743,0.26843959540856915,0.19706623203437545,0.39672429199517434,0.6567115300622169,0.4656448535913687,0.049677777777777765,0.7506587380715,0
0.17903293032448353,0.09511393155525738,0.4382022471910112,0.25093760654619846,0.20328937620388204,0.39614316045734776,0.5479122120466372,0.5777692402015111,0.007111111111111124,0.5872609444394091,0
0.03782220625747401,0.044450078398639535,0.10573625073920767,0.6475735879077168,0.48718328641280184,0.44238357623934715,0.5907684778662026,0.5188703334865431,0.6957555555555555,0.3407096081884217,0
0.07090500419074644,0.0737762401416636,0.17767593140153753,0.4123195817706558,0.3290857904874796,0.47316447997051364,0.6174730442500538,0.573014034893973,0.21524333333333331,0.44905543110926965,0
0.027215449834567848,0.04179115538532346,0.056357185097575396,0.8741902488919195,0.606460216328345,0.4574657980279469,0.5862936567380165,0.503033475162523,0.7622666666666665,0.21560399968924396,0
0.17388278338312213,0.08257599987518624,0.44027202838557067,0.22513922036595072,0.16046821751370574,0.49629349581786614,0.6740353025165715,0.48453916660639385,0.046812222222222255,0.4719979671375484,0
0.04355890613182742,0.059159379363605866,0.14562389118864588,0.5794976701897943,0.4988887242554453,0.43906113767048716,0.6100876862170035,0.5547483743823975,0.05333111111111111,0.11019761332884459,0
0.10269738567143641,0.09793628257834014,0.3438202247191011,0.26582566200704627,0.1890650466735813,0.47929897959341694,0.6220588983355579,0.57582417639393,0.061243333333333316,0.3780084260206394,0
0.026343350202413823,0.04253730761129876,0.047545830869308164,0.8296397317877031,0.6965476366869165,0.45652963809559205,0.5710156621370598,0.5166548842929423,0.46934222222222216,0.3377902008260932,0
0.17886105667435098,0.10307665904782706,0.4441454760496748,0.2512785543811797,0.18817602607793746,0.41674167948175916,0.6778283146319686,0.585043721809472,0.010836666666666717,0.6102115730729889,0
0.06279450792452718,0.057284442745590566,0.17803075103489066,0.47607682691214925,0.345088161209068,0.4488384531757425,0.6157130052394224,0.5068945681053607,0.10957777777777777,0.3494395061568541,0
0.09611526144043459,0.07586101988439126,0.238113542282673,0.3598136151835436,0.26640983849459177,0.41030480562098604,0.5374212639514752,0.5172627977447319,0.0026944444444444438,0.35345950784011604,0
0.12064833044603791,0.08976566217597179,0.2827025428740391,0.20820547789521537,0.1468365683805008,0.4683399460759489,0.5203448160939902,0.5837934162325077,0.17909999999999998,0.423472682601546,0
0.1851321714432082,0.08716797591094537,0.23545239503252519,0.30958063416297305,0.23677581863979846,0.35679521249823837,0.5271620291843023,0.4825355149778728,0.05415555555555557,0.5490780094780594,0
0.11970196442185131,0.07938544827640007,0.2829390892962745,0.2968519149903398,0.20847532967847085,0.47509913306479706,0.6493600256796601,0.5625426284725923,0.18055555555555555,0.5514187955613679,0
0.08852038612461297,0.05880522033528095,0.25298639858072147,0.39686327991817255,0.2797451474292487,0.47546993834817713,0.6156133737706124,0.5159287582466896,0.14389555555555555,0.33945120806411927,0
0.2685375734896262,0.10018254011592076,0.35895919574216445,0.26014319809069214,0.23944288042672984,0.41853550206512696,0.6728228857693636,0.48449898469380226,0.08589,0.6136266525100025,0
0.04659897815507129,0.03798082548696867,0.08772915434654055,0.6420047732696896,0.4834790339309527,0.41996229420355163,0.5647139717348328,0.5264986751634562,0.7003333333333333,0.23682685709106444,0
0.28061874514047713,0.15397141765022504,0.6058545239503254,0.12194567564495967,0.10016298710920132,0.3860780861143245,0.6977870587843206,0.46523836817882874,0.04234111111111111,0.6872916154134998,0
0.2765656189042828,0.13461709480384737,0.6470136014192787,0.09932946925787028,0.08001185360794189,0.46373880518426625,0.737925385151052,0.4939404379621083,0.000933333333333286,0.5252028006888426,0
0.056112048282248694,0.05799003050136124,0.18500887049083392,0.576429139674963,0.4351755815676396,0.43475298231594656,0.5462216344121479,0.5668493517879786,0.0753722222222222,0.22047372492910874,0
0.18930382077852398,0.09727671989453238,0.44186871673565953,0.17638367996363227,0.13127870795673433,0.4697026627516752,0.6995846350032712,0.5145908301764609,0.11045555555555558,0.4504129656485091,0
0.12347530339336789,0.07196761083071354,0.22403903015966883,0.30787589498806683,0.246999555489702,0.43281920033822546,0.5160399648483338,0.49829745347777055,0.09686666666666666,0.3588350209112922,0
0.28905722604416273,0.05284185317221958,0.14633353045535186,0.42220706898511196,0.2953030078530152,0.4903689352864928,0.7438003090680422,0.5537254206592582,0.8285155555555554,0.11418767237249283,0
0.050100108065178645,0.027972712592927745,0.054464813719692556,0.7853165132401408,0.5267447029189509,0.4417234634665328,0.5976907600583053,0.5181398003918126,0.9455888888888888,0.4747696844531341,0
0.27915675816589297,0.12243527236701485,0.4191898285038439,0.23275372201386524,0.20343754630315602,0.40953619044079265,0.6890771986016512,0.5870255974337498,0.10868888888888889,0.6191619945358731,0
0.07896366554660825,0.05843506954466382,0.15118273211117683,0.5263098079327196,0.3575344495480812,0.4120446189774872,0.5465977081254022,0.5205349016204199,0.010083333333333333,0.14817884010306737,0
0.0505181217574763,0.02744576452325046,0.059166173861620375,0.8138424821002386,0.5826048303452364,0.4209776289523526,0.5606276782535023,0.5495407985105214,0.45173333333333326,0.2938210530745426,0
0.13741040669185664,0.10979007886669111,0.39112950916617395,0.18615751789976137,0.13142687805600825,0.48589468704072797,0.627595285747613,0.5932242407368379,0.007444444444444476,0.3024174230555088,0
0.06878916983814477,0.037926999555351,0.10795387344766413,0.5071030798954427,0.3544228774633279,0.43129890835544027,0.6105356770116172,0.5380288101720901,0.04083333333333333,0.39664974233144723,0
0.07739922126383214,0.07737048622758227,0.2353341218214075,0.4076599613592454,0.35368202696695805,0.4529057931961537,0.6239611928412684,0.5728253095238651,0.17703111111111108,0.4469169601584857,0
0.056808333598570473,0.051592935541496666,0.08205204021289175,0.4932378679395386,0.3441991406134242,0.4184358076141007,0.5636738051678561,0.54814506033379,0.3711199999999999,0.42392384534707567,0
0.18748353635339893,0.10112215366133347,0.37170313424009466,0.1550176156381407,0.11068306415765294,0.4841586485226637,0.670640465461383,0.5008073972049463,0.12795444444444445,0.32215933368724997,0
0.09295939447124606,0.06245407243878275,0.3326434062684802,0.3226503011705876,0.24314713290857903,0.43110290712890814,0.6015097324859979,0.5141135727501306,0.19631555555555552,0.4048758756198936,0
0.05866074960555455,0.04475197166727773,0.1551744529863986,0.700079554494829,0.6048303452363313,0.42807384126010684,0.5489351886770939,0.5080886190046967,0.48405555555555546,0.39067335331667336,0
