Aa,Ao,Dcl,Iy,Sh,target
0.5062855174789046,0.38597721297107795,0.3221823974512147,0.3410483321987747,0.3374968773419936,0
0.338901325985879,0.46958808063102536,0.5690959776981283,0.28341275243930114,0.37496877341993506,0
0.5625968658515583,0.38457493426818573,0.6218637992831542,0.5949625595643295,0.4604046964776418,0
0.34079559152746675,0.4061349693251533,0.8717642373556354,0.19128658951667804,0.32075943042717964,0
0.34561735836059915,0.45556529360210335,0.8918757467144565,0.144088949398684,0.2040969273045216,0
0.45806784914758036,0.3574057843996494,0.3345280764635603,0.3793964147946449,0.30552085935548345,0
0.7992078525916996,0.34776511831726553,0.660294703305456,0.28363966417063763,0.2900324756432676,0
0.361804718443258,0.43575810692375105,0.7739944245320591,0.2021783526208305,0.24381713714713968,0
0.33218529361115884,0.5390008764241893,0.48924731182795705,0.4175175856591786,0.32075943042717964,0
0.34492853452729455,0.3393514460999123,0.4573874950219037,0.6825504878602224,0.11816137896577572,1
0.3475116239021869,0.37475898334794033,0.5258861011549184,0.5450419786702972,0.5355983012740445,1
0.4055450318581022,0.4173531989482909,0.6362007168458782,0.19446335375538915,0.7629278041468899,1
0.3108317547787153,0.33356704645048196,0.43110314615690964,0.5470841842523259,0.32075943042717964,1
0.3859135526089202,0.6085889570552147,0.2510951812027081,0.3070115724982982,0.2855358481139146,1
0.5345272946443945,0.5009640666082383,0.4577857427319793,0.7220331291127751,0.21483887084686487,0
0.3843636989839847,0.5766871165644172,0.29231381919553967,0.4020875879282959,0.2902822882837872,0
0.3113483726536937,0.31393514460999117,0.6222620469932298,0.6038121170864534,0.23357481888583567,0
0.4317203375236782,0.6229623137598597,0.25228992433293507,0.3076923076923077,0.3609792655508369,0
0.47167211985534685,0.6306748466257668,0.7013142174432498,0.27501701837985026,0.2787909068198851,1
0.3471672119855346,0.4709903593339176,0.758462763839108,0.2171545268890402,0.444916312765426,0
0.31617013948682615,0.361612620508326,0.7307845479888491,0.6022237349670978,0.21483887084686487,0
0.3845359049423109,0.6850131463628396,0.24452409398645958,0.30723848422963473,0.2900324756432676,0
0.31875322886171853,0.34513584574934264,0.6525288729589805,0.6494213750850919,0.1418935798151387,1
0.3845359049423109,0.6075372480280454,0.48825169255276785,0.4134331744951214,0.2957781663752186,0
0.39607370415016346,0.4788781770376862,0.8562325766626843,0.1996823235761289,0.25281039220584567,1
0.41312209402445316,0.6348816827344435,0.496415770609319,0.45019287497163607,0.223082687984012,0
0.3993456173583605,0.6248904469763364,0.27996814018319394,0.3169956886771046,0.28953285036222837,0
0.3118649905286722,0.28501314636283953,0.4434488251692553,0.5162241887905605,0.32075943042717964,0
0.4043395901498191,0.667134092900964,0.5748705694942254,0.2868164284093488,0.32075943042717964,0
0.5801618736008265,0.6227870289219981,0.4715252887295899,0.4107102337190833,0.28603547339495383,0
0.3643878078181504,0.5286590709903592,0.5135404221425727,0.30156569094622193,0.28453659755183613,0
0.30308248665403814,0.2720420683610867,0.38669852648347275,0.4186521443158612,0.5485885585810643,0
0.3774754606509384,0.6890446976336546,0.24472321784149736,0.4297708191513501,0.28403697227079694,0
0.4213879800241087,0.41297107800175276,0.6310234966148945,0.13228953936918547,0.7509367974019486,1
0.518684346478388,0.6867659947414548,0.5370370370370371,0.4799183117767189,0.27704221833624787,0
0.3135870501119338,0.28711656441717787,0.4800876144962167,0.8075788518266395,0.15788158880839373,0
0.40055105906664357,0.638737949167397,0.5155316606929511,0.45200816882232814,0.2445665750686985,0
0.78887549509213,0.38965819456616996,0.4615690959776982,0.4665305196278648,0.2925306020484637,0
0.45806784914758036,0.4236634531113058,0.46515332536837917,0.6115271159518947,0.5028728453659757,1
0.3754089891510245,0.49588080631025405,0.8598168060533653,0.2017245291581575,0.421184111916063,1
0.8758395040468399,0.1798422436459246,0.3900836320191159,0.3410483321987747,0.3070197351986011,0
0.48028241777165476,0.48203330411919365,0.28594185583432896,0.33083730428863173,0.3432425680739446,0
0.3392457379025313,0.400701139351446,0.6989247311827957,0.7456319491717722,0.32075943042717964,0
0.7354916480110211,0.19141104294478523,0.4030266825965751,0.38983435443612435,0.2875343492380715,0
0.4498019631479248,0.6331288343558282,0.27359617682198323,0.32266848196051734,0.29602797901573824,0
0.3841914930256586,0.6015775635407536,0.2839506172839506,0.31313818924438397,0.2950287284536598,0
0.3142758739452384,0.3286590709903593,0.5213062524890483,0.5484456546403449,0.32075943042717964,1
0.4432581367315308,0.7637160385626642,0.26423735563520506,0.41388699795779443,0.4406694978765926,0
0.35508868606853783,0.35319894829097276,0.6642771804062128,0.5173587474472431,0.450662003497377,1
0.3729981057344583,0.632077125328659,0.7264038231780168,0.5352847742228274,0.25755683237571825,0
0.3194420526950231,0.3226993865030674,0.460573476702509,0.21692761515770367,0.32075943042717964,0
0.3463061821939038,0.4943032427695004,0.44723217841497415,0.42772861356932157,0.2925306020484637,0
0.5875667298088512,0.5418054338299736,0.43767423337315814,0.4746993419559791,0.4678990756932301,0
0.4744274151885654,0.44031551270815067,0.4213460772600558,0.4000453823462673,0.2855358481139146,0
0.39211296710866184,0.8194566170026292,0.23934687375547592,0.3031540730655775,0.32075943042717964,0
0.33855691406922667,0.3572304995617878,0.5625248904818798,0.6169729975039709,0.4546590057456908,1
0.3397623557775098,0.586327782646801,0.7150537634408602,0.51690492398457,0.32075943042717964,0
0.3655932495264335,0.5447852760736196,0.22441258462763836,0.47016110732924893,0.5970522108418688,0
0.3108317547787153,0.3367221735319894,0.4279171644763043,0.17540276832312235,0.32075943042717964,1
0.8238333046323401,0.3696757230499561,0.3299482277976902,0.33877921488540963,0.30552085935548345,0
0.43395901498191825,0.5977212971078001,0.46097172441258466,0.42296346721125483,0.2732950287284537,0
0.372653693817806,0.5467134092900963,0.7962962962962965,0.24143408214204676,0.23907069697726707,0
0.4809712416049594,0.5291849255039438,0.4516129032258065,0.28795098706603134,0.722458156382713,0
0.4191493025658687,0.34601226993865025,0.6391875746714457,0.4849103698661221,0.43342493130152393,1
0.2801790941966591,0.18878177037686233,0.2743926722421346,0.7079646017699115,0.024981264051960994,1
0.338901325985879,0.6119193689745837,0.5603345280764636,0.5017018379850239,0.32075943042717964,0
0.3170311692784569,0.3447852760736196,0.5465949820788532,0.789652825051055,0.32075943042717964,1
0.37575340106767685,0.393339176161262,0.6487455197132618,0.16927615157703652,0.1304021983512366,1
0.49388668847942124,0.6105170902716914,0.30545599362803666,0.33106421601996827,0.3479890082438172,0
