sex,index,FL,RW,CL,CW,BD,target
1.0,0.0,0.05660377358490559,0.01459854014598544,0.04255319148936182,0.05066666666666669,0.05806451612903224,0
1.0,0.02040816326530609,0.1006289308176101,0.08759124087591241,0.10334346504559278,0.09866666666666668,0.08387096774193553,0
1.0,0.04081632653061218,0.1257861635220125,0.0948905109489051,0.1306990881458967,0.1413333333333333,0.10322580645161294,0
1.0,0.061224489795918324,0.15094339622641506,0.10218978102189785,0.1641337386018238,0.1600000000000001,0.13548387096774195,0
1.0,0.08163265306122447,0.16352201257861637,0.10948905109489054,0.1702127659574469,0.15733333333333338,0.13548387096774195,0
1.0,0.10204081632653056,0.2264150943396227,0.18248175182481757,0.2522796352583587,0.25066666666666665,0.2387096774193549,0
1.0,0.12244897959183676,0.24528301886792447,0.24817518248175188,0.27659574468085113,0.2666666666666667,0.2387096774193549,0
1.0,0.1428571428571428,0.2767295597484276,0.1897810218978102,0.29787234042553196,0.30133333333333334,0.2774193548387097,0
1.0,0.163265306122449,0.289308176100629,0.22627737226277375,0.2887537993920973,0.2853333333333334,0.23225806451612901,0
1.0,0.18367346938775503,0.289308176100629,0.2919708029197081,0.3191489361702128,0.32533333333333336,0.27096774193548395,0
1.0,0.20408163265306123,0.3144654088050314,0.3138686131386862,0.38297872340425543,0.3866666666666667,0.3096774193548387,0
1.0,0.22448979591836732,0.3207547169811321,0.3284671532846716,0.36778115501519765,0.384,0.3419354838709677,0
1.0,0.24489795918367346,0.3396226415094339,0.25547445255474455,0.3951367781155015,0.3893333333333333,0.3419354838709677,0
1.0,0.26530612244897955,0.35220125786163525,0.27007299270072993,0.3799392097264438,0.392,0.3096774193548387,0
1.0,0.2857142857142857,0.35220125786163525,0.3211678832116789,0.3860182370820669,0.384,0.31612903225806455,0
1.0,0.30612244897959184,0.3584905660377358,0.3284671532846716,0.36778115501519765,0.368,0.3419354838709677,0
1.0,0.32653061224489793,0.371069182389937,0.29927007299270075,0.4103343465045593,0.40533333333333327,0.31612903225806455,0
1.0,0.3469387755102041,0.371069182389937,0.3211678832116789,0.4133738601823709,0.40800000000000003,0.3290322580645161,0
1.0,0.36734693877551017,0.3836477987421384,0.33576642335766427,0.39817629179331315,0.40533333333333327,0.33548387096774196,0
1.0,0.3877551020408163,0.4213836477987421,0.33576642335766427,0.4407294832826748,0.43199999999999994,0.3870967741935484,0
1.0,0.40816326530612246,0.44654088050314467,0.3722627737226277,0.5045592705167175,0.4906666666666667,0.4258064516129032,0
1.0,0.4285714285714286,0.4654088050314465,0.35036496350364976,0.5227963525835867,0.5146666666666667,0.4903225806451612,0
1.0,0.4489795918367347,0.490566037735849,0.3211678832116789,0.5075987841945289,0.5146666666666667,0.4580645161290322,0
1.0,0.46938775510204084,0.490566037735849,0.3649635036496351,0.5379939209726444,0.5306666666666667,0.47096774193548385,0
1.0,0.4897959183673469,0.490566037735849,0.3941605839416059,0.541033434650456,0.5360000000000001,0.48387096774193544,0
1.0,0.5102040816326531,0.5031446540880502,0.4087591240875913,0.5349544072948328,0.5226666666666668,0.48387096774193544,0
1.0,0.5306122448979592,0.5157232704402516,0.3868613138686132,0.5562310030395138,0.544,0.48387096774193544,0
1.0,0.5510204081632654,0.5345911949685533,0.44525547445255476,0.6413373860182371,0.6186666666666667,0.5419354838709677,0
1.0,0.5714285714285714,0.5471698113207547,0.45255474452554745,0.5866261398176292,0.5813333333333334,0.5225806451612902,0
1.0,0.5918367346938775,0.559748427672956,0.3722627737226277,0.5805471124620061,0.5840000000000001,0.535483870967742,0
1.0,0.6122448979591837,0.559748427672956,0.45985401459854025,0.6139817629179332,0.6293333333333334,0.6193548387096773,0
1.0,0.6326530612244898,0.5660377358490565,0.49635036496350377,0.6474164133738602,0.6560000000000001,0.6,0
1.0,0.653061224489796,0.5723270440251572,0.45255474452554745,0.6352583586626142,0.6346666666666667,0.567741935483871,0
1.0,0.6734693877551021,0.5786163522012577,0.47445255474452563,0.6382978723404257,0.6586666666666666,0.5870967741935483,0
1.0,0.6938775510204082,0.5911949685534592,0.5109489051094891,0.7112462006079029,0.7013333333333334,0.567741935483871,0
1.0,0.7142857142857143,0.6037735849056604,0.45985401459854025,0.6534954407294835,0.6586666666666666,0.567741935483871,0
1.0,0.7346938775510204,0.6100628930817609,0.48905109489051096,0.6869300911854104,0.6826666666666668,0.6129032258064515,0
1.0,0.7551020408163265,0.6226415094339623,0.44525547445255476,0.6595744680851064,0.664,0.5806451612903225,0
1.0,0.7755102040816326,0.6226415094339623,0.45255474452554745,0.6686930091185412,0.6613333333333333,0.6129032258064515,0
1.0,0.7959183673469388,0.6289308176100628,0.5109489051094891,0.696048632218845,0.7146666666666667,0.6451612903225807,0
1.0,0.8163265306122449,0.6603773584905659,0.5182481751824818,0.7294832826747721,0.7306666666666667,0.6387096774193548,0
1.0,0.8367346938775511,0.6729559748427671,0.5547445255474452,0.7598784194528877,0.7333333333333334,0.6903225806451613,0
1.0,0.8571428571428572,0.6792452830188679,0.5255474452554745,0.74468085106383,0.728,0.6516129032258063,0
1.0,0.8775510204081632,0.7295597484276729,0.6788321167883213,0.8328267477203648,0.8506666666666667,0.7548387096774194,0
1.0,0.8979591836734695,0.7610062893081762,0.5109489051094891,0.8176291793313071,0.808,0.7548387096774194,0
1.0,0.9183673469387755,0.7610062893081762,0.5328467153284673,0.7963525835866262,0.784,0.6903225806451613,0
1.0,0.9387755102040817,0.7861635220125784,0.6423357664233578,0.8267477203647416,0.8373333333333335,0.7548387096774194,0
1.0,0.9591836734693878,0.7924528301886792,0.5620437956204379,0.866261398176292,0.8693333333333335,0.8064516129032259,0
1.0,0.9795918367346939,0.7924528301886792,0.5693430656934308,0.8419452887537995,0.8480000000000001,0.7870967741935484,0
1.0,1.0,0.8867924528301887,0.6715328467153285,0.9848024316109424,1.0,0.896774193548387,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.02040816326530609,0.1132075471698113,0.14598540145985406,0.13981762917933138,0.14933333333333332,0.10322580645161294,0
0.0,0.04081632653061218,0.11949685534591187,0.11678832116788324,0.11550151975683892,0.12000000000000005,0.10322580645161294,0
0.0,0.061224489795918324,0.11949685534591187,0.12408759124087587,0.13677811550151975,0.13599999999999995,0.10322580645161294,0
0.0,0.08163265306122447,0.14465408805031443,0.12408759124087587,0.14893617021276606,0.1413333333333333,0.10967741935483871,0
0.0,0.10204081632653056,0.16352201257861637,0.17518248175182488,0.17325227963525835,0.1813333333333333,0.17419354838709683,0
0.0,0.12244897959183676,0.18238993710691814,0.2043795620437957,0.18844984802431614,0.19466666666666665,0.1483870967741936,0
0.0,0.1428571428571428,0.1949685534591195,0.21897810218978106,0.20060790273556234,0.20266666666666666,0.18064516129032265,0
0.0,0.163265306122449,0.20125786163522014,0.2335766423357664,0.21276595744680854,0.22133333333333327,0.14193548387096777,0
0.0,0.18367346938775503,0.2264150943396227,0.21897810218978106,0.237082066869301,0.2453333333333334,0.19354838709677413,0
0.0,0.20408163265306123,0.23899371069182385,0.24087591240875922,0.237082066869301,0.22933333333333333,0.13548387096774195,0
0.0,0.22448979591836732,0.25157232704402505,0.25547445255474455,0.24620060790273562,0.26133333333333336,0.21290322580645166,0
0.0,0.24489795918367346,0.27044025157232704,0.3284671532846716,0.30395136778115506,0.32266666666666666,0.25806451612903225,0
0.0,0.26530612244897955,0.2767295597484276,0.3284671532846716,0.30091185410334353,0.30400000000000005,0.2774193548387097,0
0.0,0.2857142857142857,0.2767295597484276,0.3576642335766424,0.27355623100303955,0.2826666666666667,0.25161290322580643,0
0.0,0.30612244897959184,0.28301886792452824,0.29927007299270075,0.3100303951367781,0.30400000000000005,0.2774193548387097,0
0.0,0.32653061224489793,0.2955974842767295,0.3576642335766424,0.3434650455927052,0.34666666666666673,0.3096774193548387,0
0.0,0.3469387755102041,0.3018867924528301,0.3065693430656934,0.30091185410334353,0.31466666666666665,0.28387096774193543,0
0.0,0.36734693877551017,0.3018867924528301,0.33576642335766427,0.3252279635258359,0.32266666666666666,0.31612903225806455,0
0.0,0.3877551020408163,0.3396226415094339,0.41605839416058393,0.3465045592705168,0.3866666666666667,0.3290322580645161,0
0.0,0.40816326530612246,0.35220125786163525,0.3795620437956204,0.3768996960486323,0.376,0.3741935483870968,0
0.0,0.4285714285714286,0.35220125786163525,0.41605839416058393,0.36474164133738607,0.3733333333333334,0.32258064516129026,0
0.0,0.4489795918367347,0.35220125786163525,0.41605839416058393,0.4012158054711247,0.39466666666666667,0.34838709677419355,0
0.0,0.46938775510204084,0.36477987421383645,0.3576642335766424,0.38297872340425543,0.392,0.33548387096774196,0
0.0,0.4897959183673469,0.371069182389937,0.3649635036496351,0.3920972644376901,0.4133333333333334,0.32258064516129026,0
0.0,0.5102040816326531,0.37735849056603765,0.41605839416058393,0.4012158054711247,0.4000000000000001,0.34838709677419355,0
0.0,0.5306122448979592,0.389937106918239,0.3868613138686132,0.4164133738601824,0.4160000000000001,0.3612903225806451,0
0.0,0.5510204081632654,0.4088050314465408,0.4379562043795621,0.42249240121580556,0.4453333333333333,0.3741935483870968,0
0.0,0.5714285714285714,0.4213836477987421,0.47445255474452563,0.4650455927051672,0.4746666666666667,0.4516129032258064,0
0.0,0.5918367346938775,0.47169811320754707,0.4379562043795621,0.46808510638297884,0.46933333333333344,0.4129032258064516,0
0.0,0.6122448979591837,0.4842767295597484,0.48905109489051096,0.46808510638297884,0.4933333333333334,0.38064516129032255,0
0.0,0.6326530612244898,0.490566037735849,0.5328467153284673,0.5167173252279635,0.528,0.5096774193548387,0
0.0,0.653061224489796,0.490566037735849,0.5620437956204379,0.5501519756838905,0.5413333333333333,0.5096774193548387,0
0.0,0.6734693877551021,0.49685534591194963,0.49635036496350377,0.5197568389057752,0.512,0.4774193548387097,0
0.0,0.6938775510204082,0.49685534591194963,0.5109489051094891,0.5227963525835867,0.5306666666666667,0.49677419354838714,0
0.0,0.7142857142857143,0.49685534591194963,0.5328467153284673,0.5167173252279635,0.5200000000000001,0.4451612903225806,0
0.0,0.7346938775510204,0.5031446540880502,0.5693430656934308,0.5835866261398177,0.5706666666666667,0.5548387096774193,0
0.0,0.7551020408163265,0.5094339622641509,0.5620437956204379,0.5440729483282676,0.5653333333333332,0.49677419354838714,0
0.0,0.7755102040816326,0.5157232704402516,0.49635036496350377,0.5379939209726444,0.5466666666666667,0.49677419354838714,0
0.0,0.7959183673469388,0.5220125786163522,0.5328467153284673,0.5683890577507599,0.5760000000000001,0.5548387096774193,0
0.0,0.8163265306122449,0.5283018867924527,0.54014598540146,0.5501519756838905,0.5546666666666666,0.47096774193548385,0
0.0,0.8367346938775511,0.5283018867924527,0.5985401459854015,0.5835866261398177,0.5973333333333334,0.5290322580645161,0
0.0,0.8571428571428572,0.5345911949685533,0.54014598540146,0.5744680851063831,0.5706666666666667,0.5161290322580645,0
0.0,0.8775510204081632,0.5408805031446541,0.6204379562043796,0.601823708206687,0.6186666666666667,0.5935483870967742,0
0.0,0.8979591836734695,0.5660377358490565,0.635036496350365,0.601823708206687,0.6133333333333334,0.5032258064516129,0
0.0,0.9183673469387755,0.5786163522012577,0.5474452554744527,0.5927051671732524,0.6053333333333333,0.5870967741935483,0
0.0,0.9387755102040817,0.5974842767295596,0.7007299270072995,0.6656534954407296,0.6613333333333333,0.6,0
0.0,0.9591836734693878,0.641509433962264,0.7591240875912408,0.7142857142857144,0.7200000000000001,0.6774193548387097,0
0.0,0.9795918367346939,0.6477987421383647,0.7445255474452555,0.7264437689969606,0.7306666666666667,0.7032258064516128,0
0.0,1.0,0.7547169811320753,0.7299270072992702,0.7963525835866262,0.8213333333333334,0.7741935483870968,0
1.0,0.0,0.11949685534591187,0.02919708029197088,0.06079027355623101,0.040000000000000036,0.08387096774193553,1
